,Insulation thickness (m),Window U-value (W/m2K),Window SHGC (ratio),Shading control (W/m2),Thermostat settings offset (C),Heating energy (kWh),Cooling energy (kWh),Total energy (kWh)
0,0.001,1.25,0.2,0,3,3903.2,379.8,4283.0
1,0.001,1.25,0.2,0,2,3643.4,498.2,4141.6
2,0.001,1.25,0.2,0,1,3385.4,623.3,4008.7
3,0.001,1.25,0.2,0,0,3130.1,752.8,3882.9
4,0.001,1.25,0.2,0,-1,2877.4,884.2,3761.6
5,0.001,1.25,0.2,0,-2,2629.9,1012.5,3642.4
6,0.001,1.25,0.2,0,-3,2388.2,1129.9,3518.1
7,0.001,1.25,0.2,200,3,3790.6,498.4,4289.0
8,0.001,1.25,0.2,200,2,3532.4,628.4,4160.8
9,0.001,1.25,0.2,200,1,3276.6,765.8,4042.4
10,0.001,1.25,0.2,200,0,3023.3,909.3,3932.7
11,0.001,1.25,0.2,200,-1,2773.2,1054.0,3827.1
12,0.001,1.25,0.2,200,-2,2529.2,1191.3,3720.6
13,0.001,1.25,0.2,200,-3,2290.7,1309.4,3600.1
14,0.001,1.25,0.2,400,3,3679.9,672.0,4351.9
15,0.001,1.25,0.2,400,2,3423.9,811.8,4235.8
16,0.001,1.25,0.2,400,1,3170.1,960.6,4130.6
17,0.001,1.25,0.2,400,0,2918.3,1111.7,4030.0
18,0.001,1.25,0.2,400,-1,2671.0,1261.6,3932.7
19,0.001,1.25,0.2,400,-2,2430.8,1396.6,3827.4
20,0.001,1.25,0.2,400,-3,2195.3,1512.5,3707.8
21,0.001,1.25,0.2,600,3,3546.1,895.2,4441.3
22,0.001,1.25,0.2,600,2,3293.9,1041.8,4335.7
23,0.001,1.25,0.2,600,1,3044.0,1194.7,4238.7
24,0.001,1.25,0.2,600,0,2798.3,1353.5,4151.8
25,0.001,1.25,0.2,600,-1,2558.2,1506.8,4065.0
26,0.001,1.25,0.2,600,-2,2323.0,1641.7,3964.7
27,0.001,1.25,0.2,600,-3,2094.1,1754.7,3848.8
28,0.001,1.25,0.2,800,3,3445.0,1018.1,4463.1
29,0.001,1.25,0.2,800,2,3198.7,1167.7,4366.4
30,0.001,1.25,0.2,800,1,2954.6,1326.4,4281.0
31,0.001,1.25,0.2,800,0,2713.2,1485.9,4199.1
32,0.001,1.25,0.2,800,-1,2476.6,1638.5,4115.1
33,0.001,1.25,0.2,800,-2,2246.8,1772.1,4018.9
34,0.001,1.25,0.2,800,-3,2025.8,1885.0,3910.7
35,0.001,1.25,0.2,1000,3,3440.3,1018.8,4459.1
36,0.001,1.25,0.2,1000,2,3194.4,1168.3,4362.7
37,0.001,1.25,0.2,1000,1,2950.3,1327.1,4277.4
38,0.001,1.25,0.2,1000,0,2709.1,1486.5,4195.6
39,0.001,1.25,0.2,1000,-1,2472.6,1639.1,4111.7
40,0.001,1.25,0.2,1000,-2,2243.3,1772.8,4016.0
41,0.001,1.25,0.2,1000,-3,2022.9,1885.6,3908.6
42,0.001,1.25,0.32,0,3,3858.7,437.7,4296.4
43,0.001,1.25,0.32,0,2,3600.0,560.9,4160.9
44,0.001,1.25,0.32,0,1,3342.9,689.8,4032.7
45,0.001,1.25,0.32,0,0,3088.7,822.4,3911.1
46,0.001,1.25,0.32,0,-1,2837.4,958.3,3795.7
47,0.001,1.25,0.32,0,-2,2591.6,1090.1,3681.6
48,0.001,1.25,0.32,0,-3,2351.3,1207.7,3559.0
49,0.001,1.25,0.32,200,3,3644.3,667.2,4311.5
50,0.001,1.25,0.32,200,2,3389.7,812.2,4201.9
51,0.001,1.25,0.32,200,1,3136.8,967.3,4104.1
52,0.001,1.25,0.32,200,0,2886.3,1125.2,4011.5
53,0.001,1.25,0.32,200,-1,2641.0,1279.3,3920.3
54,0.001,1.25,0.32,200,-2,2402.1,1419.9,3822.1
55,0.001,1.25,0.32,200,-3,2167.2,1538.8,3706.0
56,0.001,1.25,0.32,400,3,3467.7,994.3,4462.1
57,0.001,1.25,0.32,400,2,3216.1,1157.5,4373.6
58,0.001,1.25,0.32,400,1,2966.8,1324.6,4291.4
59,0.001,1.25,0.32,400,0,2721.5,1488.3,4209.8
60,0.001,1.25,0.32,400,-1,2482.3,1644.4,4126.7
61,0.001,1.25,0.32,400,-2,2248.0,1780.8,4028.8
62,0.001,1.25,0.32,400,-3,2022.6,1893.8,3916.4
63,0.001,1.25,0.32,600,3,3264.2,1399.7,4663.9
64,0.001,1.25,0.32,600,2,3020.4,1577.0,4597.4
65,0.001,1.25,0.32,600,1,2780.0,1751.7,4531.6
66,0.001,1.25,0.32,600,0,2544.0,1916.5,4460.5
67,0.001,1.25,0.32,600,-1,2312.7,2065.0,4377.7
68,0.001,1.25,0.32,600,-2,2088.4,2193.8,4282.1
69,0.001,1.25,0.32,600,-3,1874.4,2301.7,4176.1
70,0.001,1.25,0.32,800,3,3121.8,1619.3,4741.1
71,0.001,1.25,0.32,800,2,2885.4,1798.0,4683.4
72,0.001,1.25,0.32,800,1,2652.7,1971.0,4623.7
73,0.001,1.25,0.32,800,0,2425.9,2134.9,4560.8
74,0.001,1.25,0.32,800,-1,2204.2,2282.4,4486.5
75,0.001,1.25,0.32,800,-2,1991.1,2409.4,4400.5
76,0.001,1.25,0.32,800,-3,1787.8,2516.0,4303.8
77,0.001,1.25,0.32,1000,3,3115.4,1620.4,4735.8
78,0.001,1.25,0.32,1000,2,2879.1,1799.1,4678.2
79,0.001,1.25,0.32,1000,1,2646.9,1972.1,4619.0
80,0.001,1.25,0.32,1000,0,2421.4,2136.0,4557.4
81,0.001,1.25,0.32,1000,-1,2199.8,2283.5,4483.3
82,0.001,1.25,0.32,1000,-2,1987.4,2410.5,4397.9
83,0.001,1.25,0.32,1000,-3,1784.7,2517.1,4301.8
84,0.001,1.25,0.44,0,3,3821.6,487.8,4309.4
85,0.001,1.25,0.44,0,2,3563.6,614.3,4177.9
86,0.001,1.25,0.44,0,1,3307.6,745.6,4053.2
87,0.001,1.25,0.44,0,0,3054.1,881.7,3935.8
88,0.001,1.25,0.44,0,-1,2804.0,1020.5,3824.5
89,0.001,1.25,0.44,0,-2,2559.7,1155.7,3715.4
90,0.001,1.25,0.44,0,-3,2320.6,1273.4,3594.0
91,0.001,1.25,0.44,200,3,3509.5,844.1,4353.6
92,0.001,1.25,0.44,200,2,3257.3,1006.7,4263.9
93,0.001,1.25,0.44,200,1,3007.2,1176.1,4183.3
94,0.001,1.25,0.44,200,0,2760.1,1343.0,4103.1
95,0.001,1.25,0.44,200,-1,2520.0,1502.4,4022.5
96,0.001,1.25,0.44,200,-2,2284.3,1646.4,3930.6
97,0.001,1.25,0.44,200,-3,2054.4,1768.7,3823.1
98,0.001,1.25,0.44,400,3,3269.4,1348.1,4617.4
99,0.001,1.25,0.44,400,2,3023.2,1526.8,4550.0
100,0.001,1.25,0.44,400,1,2779.8,1707.3,4487.1
101,0.001,1.25,0.44,400,0,2541.0,1881.4,4422.5
102,0.001,1.25,0.44,400,-1,2307.4,2038.9,4346.2
103,0.001,1.25,0.44,400,-2,2082.2,2171.8,4254.0
104,0.001,1.25,0.44,400,-3,1867.6,2278.9,4146.5
105,0.001,1.25,0.44,600,3,3006.5,1967.9,4974.4
106,0.001,1.25,0.44,600,2,2771.4,2152.5,4923.9
107,0.001,1.25,0.44,600,1,2539.2,2328.7,4867.9
108,0.001,1.25,0.44,600,0,2311.8,2492.1,4803.9
109,0.001,1.25,0.44,600,-1,2092.1,2637.4,4729.5
110,0.001,1.25,0.44,600,-2,1883.2,2759.3,4642.5
111,0.001,1.25,0.44,600,-3,1686.0,2858.7,4544.6
112,0.001,1.25,0.44,800,3,2835.4,2287.7,5123.1
113,0.001,1.25,0.44,800,2,2613.3,2472.3,5085.6
114,0.001,1.25,0.44,800,1,2392.4,2645.7,5038.1
115,0.001,1.25,0.44,800,0,2178.3,2806.8,4985.0
116,0.001,1.25,0.44,800,-1,1973.0,2950.4,4923.4
117,0.001,1.25,0.44,800,-2,1776.0,3070.2,4846.2
118,0.001,1.25,0.44,800,-3,1587.5,3167.9,4755.4
119,0.001,1.25,0.44,1000,3,2829.2,2289.3,5118.4
120,0.001,1.25,0.44,1000,2,2607.5,2473.8,5081.3
121,0.001,1.25,0.44,1000,1,2387.4,2647.2,5034.6
122,0.001,1.25,0.44,1000,0,2173.9,2808.3,4982.2
123,0.001,1.25,0.44,1000,-1,1968.8,2951.9,4920.7
124,0.001,1.25,0.44,1000,-2,1772.0,3071.8,4843.8
125,0.001,1.25,0.44,1000,-3,1583.8,3169.4,4753.2
126,0.001,1.25,0.56,0,3,3790.2,531.8,4322.0
127,0.001,1.25,0.56,0,2,3533.0,661.0,4194.0
128,0.001,1.25,0.56,0,1,3277.6,794.6,4072.2
129,0.001,1.25,0.56,0,0,3024.7,934.0,3958.7
130,0.001,1.25,0.56,0,-1,2775.8,1074.6,3850.4
131,0.001,1.25,0.56,0,-2,2532.9,1211.9,3744.8
132,0.001,1.25,0.56,0,-3,2294.8,1329.8,3624.6
133,0.001,1.25,0.56,200,3,3387.2,1031.5,4418.7
134,0.001,1.25,0.56,200,2,3137.4,1208.1,4345.5
135,0.001,1.25,0.56,200,1,2890.3,1384.0,4274.3
136,0.001,1.25,0.56,200,0,2647.9,1556.0,4203.9
137,0.001,1.25,0.56,200,-1,2411.0,1721.3,4132.3
138,0.001,1.25,0.56,200,-2,2178.3,1867.3,4045.5
139,0.001,1.25,0.56,200,-3,1955.2,1986.2,3941.4
140,0.001,1.25,0.56,400,3,3093.4,1713.9,4807.3
141,0.001,1.25,0.56,400,2,2851.7,1907.6,4759.3
142,0.001,1.25,0.56,400,1,2613.7,2092.7,4706.4
143,0.001,1.25,0.56,400,0,2380.3,2265.3,4645.5
144,0.001,1.25,0.56,400,-1,2154.4,2416.3,4570.8
145,0.001,1.25,0.56,400,-2,1939.3,2538.8,4478.1
146,0.001,1.25,0.56,400,-3,1733.6,2638.2,4371.8
147,0.001,1.25,0.56,600,3,2781.6,2526.8,5308.4
148,0.001,1.25,0.56,600,2,2554.0,2712.4,5266.4
149,0.001,1.25,0.56,600,1,2330.9,2886.6,5217.5
150,0.001,1.25,0.56,600,0,2114.9,3042.5,5157.4
151,0.001,1.25,0.56,600,-1,1910.4,3178.5,5088.9
152,0.001,1.25,0.56,600,-2,1715.3,3290.1,5005.4
153,0.001,1.25,0.56,600,-3,1531.5,3383.3,4914.8
154,0.001,1.25,0.56,800,3,2597.5,2936.2,5533.8
155,0.001,1.25,0.56,800,2,2384.6,3118.6,5503.2
156,0.001,1.25,0.56,800,1,2177.5,3288.8,5466.3
157,0.001,1.25,0.56,800,0,1977.1,3441.9,5419.1
158,0.001,1.25,0.56,800,-1,1783.1,3574.5,5357.6
159,0.001,1.25,0.56,800,-2,1597.9,3683.9,5281.8
160,0.001,1.25,0.56,800,-3,1421.6,3775.1,5196.7
161,0.001,1.25,0.56,1000,3,2591.8,2938.2,5530.1
162,0.001,1.25,0.56,1000,2,2379.2,3120.5,5499.7
163,0.001,1.25,0.56,1000,1,2172.3,3290.7,5463.0
164,0.001,1.25,0.56,1000,0,1972.3,3443.9,5416.2
165,0.001,1.25,0.56,1000,-1,1778.5,3576.4,5355.0
166,0.001,1.25,0.56,1000,-2,1593.2,3685.9,5279.1
167,0.001,1.25,0.56,1000,-3,1416.8,3777.0,5193.8
168,0.001,1.25,0.68,0,3,3762.6,571.3,4333.9
169,0.001,1.25,0.68,0,2,3506.0,702.9,4208.8
170,0.001,1.25,0.68,0,1,3251.3,838.0,4089.2
171,0.001,1.25,0.68,0,0,2999.0,980.6,3979.7
172,0.001,1.25,0.68,0,-1,2751.4,1123.7,3875.0
173,0.001,1.25,0.68,0,-2,2509.2,1261.8,3771.0
174,0.001,1.25,0.68,0,-3,2272.1,1380.6,3652.7
175,0.001,1.25,0.68,200,3,3275.4,1223.4,4498.8
176,0.001,1.25,0.68,200,2,3028.7,1405.7,4434.4
177,0.001,1.25,0.68,200,1,2784.8,1586.5,4371.3
178,0.001,1.25,0.68,200,0,2545.7,1767.1,4312.8
179,0.001,1.25,0.68,200,-1,2311.3,1934.5,4245.7
180,0.001,1.25,0.68,200,-2,2083.4,2077.8,4161.3
181,0.001,1.25,0.68,200,-3,1867.2,2192.7,4060.0
182,0.001,1.25,0.68,400,3,2933.7,2084.2,5017.9
183,0.001,1.25,0.68,400,2,2696.9,2279.4,4976.2
184,0.001,1.25,0.68,400,1,2464.2,2463.8,4928.0
185,0.001,1.25,0.68,400,0,2236.9,2629.8,4866.6
186,0.001,1.25,0.68,400,-1,2020.6,2769.9,4790.4
187,0.001,1.25,0.68,400,-2,1813.3,2884.4,4697.8
188,0.001,1.25,0.68,400,-3,1619.0,2979.8,4598.8
189,0.001,1.25,0.68,600,3,2582.1,3065.9,5647.9
190,0.001,1.25,0.68,600,2,2363.7,3249.9,5613.6
191,0.001,1.25,0.68,600,1,2152.2,3416.7,5568.9
192,0.001,1.25,0.68,600,0,1949.9,3564.5,5514.4
193,0.001,1.25,0.68,600,-1,1757.1,3689.6,5446.8
194,0.001,1.25,0.68,600,-2,1573.3,3793.6,5366.9
195,0.001,1.25,0.68,600,-3,1397.2,3881.0,5278.2
196,0.001,1.25,0.68,800,3,2393.8,3556.8,5950.6
197,0.001,1.25,0.68,800,2,2192.3,3735.6,5927.9
198,0.001,1.25,0.68,800,1,1995.7,3897.9,5893.7
199,0.001,1.25,0.68,800,0,1804.8,4042.0,5846.9
200,0.001,1.25,0.68,800,-1,1621.4,4163.7,5785.2
201,0.001,1.25,0.68,800,-2,1447.8,4265.4,5713.2
202,0.001,1.25,0.68,800,-3,1280.7,4351.0,5631.7
203,0.001,1.25,0.68,1000,3,2387.6,3559.2,5946.8
204,0.001,1.25,0.68,1000,2,2186.7,3737.9,5924.6
205,0.001,1.25,0.68,1000,1,1990.2,3900.4,5890.6
206,0.001,1.25,0.68,1000,0,1799.1,4044.4,5843.5
207,0.001,1.25,0.68,1000,-1,1615.6,4166.1,5781.7
208,0.001,1.25,0.68,1000,-2,1442.1,4267.7,5709.8
209,0.001,1.25,0.68,1000,-3,1275.1,4353.3,5628.3
210,0.001,1.25,0.8,0,3,3737.3,608.6,4345.9
211,0.001,1.25,0.8,0,2,3481.2,741.9,4223.0
212,0.001,1.25,0.8,0,1,3227.0,879.7,4106.7
213,0.001,1.25,0.8,0,0,2975.4,1024.4,3999.7
214,0.001,1.25,0.8,0,-1,2728.9,1170.5,3899.4
215,0.001,1.25,0.8,0,-2,2487.5,1309.4,3796.9
216,0.001,1.25,0.8,0,-3,2251.2,1428.7,3679.9
217,0.001,1.25,0.8,200,3,3172.9,1411.6,4584.5
218,0.001,1.25,0.8,200,2,2929.0,1598.8,4527.8
219,0.001,1.25,0.8,200,1,2687.4,1789.9,4477.3
220,0.001,1.25,0.8,200,0,2451.6,1972.9,4424.5
221,0.001,1.25,0.8,200,-1,2220.2,2140.2,4360.4
222,0.001,1.25,0.8,200,-2,1998.2,2279.0,4277.1
223,0.001,1.25,0.8,200,-3,1788.3,2388.8,4177.2
224,0.001,1.25,0.8,400,3,2788.0,2441.5,5229.6
225,0.001,1.25,0.8,400,2,2556.3,2635.0,5191.3
226,0.001,1.25,0.8,400,1,2328.5,2814.3,5142.8
227,0.001,1.25,0.8,400,0,2110.2,2971.7,5081.9
228,0.001,1.25,0.8,400,-1,1901.3,3105.1,5006.4
229,0.001,1.25,0.8,400,-2,1703.3,3214.0,4917.3
230,0.001,1.25,0.8,400,-3,1518.7,3304.5,4823.2
231,0.001,1.25,0.8,600,3,2406.9,3583.2,5990.1
232,0.001,1.25,0.8,600,2,2199.2,3759.8,5959.0
233,0.001,1.25,0.8,600,1,1999.5,3919.1,5918.6
234,0.001,1.25,0.8,600,0,1808.4,4057.6,5866.0
235,0.001,1.25,0.8,600,-1,1623.6,4175.1,5798.7
236,0.001,1.25,0.8,600,-2,1447.6,4272.3,5719.9
237,0.001,1.25,0.8,600,-3,1279.3,4355.7,5635.0
238,0.001,1.25,0.8,800,3,2217.8,4149.9,6367.6
239,0.001,1.25,0.8,800,2,2025.6,4321.2,6346.8
240,0.001,1.25,0.8,800,1,1837.0,4475.6,6312.6
241,0.001,1.25,0.8,800,0,1656.3,4610.2,6266.5
242,0.001,1.25,0.8,800,-1,1483.4,4724.3,6207.8
243,0.001,1.25,0.8,800,-2,1317.1,4819.8,6136.9
244,0.001,1.25,0.8,800,-3,1158.9,4901.3,6060.1
245,0.001,1.25,0.8,1000,3,2211.4,4152.7,6364.1
246,0.001,1.25,0.8,1000,2,2019.0,4324.0,6343.0
247,0.001,1.25,0.8,1000,1,1830.3,4478.4,6308.6
248,0.001,1.25,0.8,1000,0,1649.9,4613.0,6262.9
249,0.001,1.25,0.8,1000,-1,1477.1,4727.0,6204.2
250,0.001,1.25,0.8,1000,-2,1311.4,4822.5,6133.8
251,0.001,1.25,0.8,1000,-3,1154.6,4903.9,6058.5
252,0.001,1.05,0.2,0,3,3673.7,392.5,4066.2
253,0.001,1.05,0.2,0,2,3424.9,510.1,3935.0
254,0.001,1.05,0.2,0,1,3178.3,633.5,3811.8
255,0.001,1.05,0.2,0,0,2934.0,762.0,3696.0
256,0.001,1.05,0.2,0,-1,2693.1,892.9,3586.0
257,0.001,1.05,0.2,0,-2,2457.1,1020.5,3477.5
258,0.001,1.05,0.2,0,-3,2226.5,1137.0,3363.5
259,0.001,1.05,0.2,200,3,3548.8,523.4,4072.2
260,0.001,1.05,0.2,200,2,3301.9,652.7,3954.6
261,0.001,1.05,0.2,200,1,3057.9,790.2,3848.1
262,0.001,1.05,0.2,200,0,2815.9,934.1,3750.0
263,0.001,1.05,0.2,200,-1,2577.9,1077.8,3655.7
264,0.001,1.05,0.2,200,-2,2346.2,1213.4,3559.6
265,0.001,1.05,0.2,200,-3,2119.0,1330.4,3449.4
266,0.001,1.05,0.2,400,3,3435.1,706.4,4141.6
267,0.001,1.05,0.2,400,2,3190.5,847.9,4038.5
268,0.001,1.05,0.2,400,1,2948.2,996.5,3944.7
269,0.001,1.05,0.2,400,0,2707.8,1147.8,3855.6
270,0.001,1.05,0.2,400,-1,2473.9,1295.9,3769.7
271,0.001,1.05,0.2,400,-2,2245.1,1429.7,3674.7
272,0.001,1.05,0.2,400,-3,2022.3,1544.2,3566.5
273,0.001,1.05,0.2,600,3,3299.1,938.4,4237.5
274,0.001,1.05,0.2,600,2,3058.4,1085.6,4144.0
275,0.001,1.05,0.2,600,1,2820.6,1241.5,4062.1
276,0.001,1.05,0.2,600,0,2588.0,1399.9,3987.9
277,0.001,1.05,0.2,600,-1,2359.8,1551.3,3911.2
278,0.001,1.05,0.2,600,-2,2136.8,1682.6,3819.4
279,0.001,1.05,0.2,600,-3,1921.7,1793.5,3715.2
280,0.001,1.05,0.2,800,3,3198.7,1065.1,4263.9
281,0.001,1.05,0.2,800,2,2964.3,1215.7,4180.0
282,0.001,1.05,0.2,800,1,2731.7,1377.4,4109.1
283,0.001,1.05,0.2,800,0,2502.7,1535.7,4038.4
284,0.001,1.05,0.2,800,-1,2279.2,1685.8,3965.0
285,0.001,1.05,0.2,800,-2,2063.1,1816.3,3879.4
286,0.001,1.05,0.2,800,-3,1856.7,1926.4,3783.1
287,0.001,1.05,0.2,1000,3,3194.3,1065.8,4260.1
288,0.001,1.05,0.2,1000,2,2959.8,1216.4,4176.2
289,0.001,1.05,0.2,1000,1,2727.4,1378.0,4105.4
290,0.001,1.05,0.2,1000,0,2498.5,1536.4,4034.9
291,0.001,1.05,0.2,1000,-1,2275.4,1686.5,3961.9
292,0.001,1.05,0.2,1000,-2,2060.1,1817.0,3877.1
293,0.001,1.05,0.2,1000,-3,1853.9,1927.0,3780.9
294,0.001,1.05,0.32,0,3,3629.0,452.5,4081.4
295,0.001,1.05,0.32,0,2,3381.2,574.1,3955.3
296,0.001,1.05,0.32,0,1,3135.6,701.3,3836.8
297,0.001,1.05,0.32,0,0,2892.4,833.3,3725.7
298,0.001,1.05,0.32,0,-1,2653.0,968.4,3621.4
299,0.001,1.05,0.32,0,-2,2418.6,1100.4,3519.0
300,0.001,1.05,0.32,0,-3,2189.6,1216.6,3406.1
301,0.001,1.05,0.32,200,3,3403.1,698.8,4101.9
302,0.001,1.05,0.32,200,2,3159.7,845.5,4005.2
303,0.001,1.05,0.32,200,1,2918.3,999.7,3918.0
304,0.001,1.05,0.32,200,0,2679.5,1156.5,3836.0
305,0.001,1.05,0.32,200,-1,2447.1,1308.2,3755.3
306,0.001,1.05,0.32,200,-2,2219.4,1447.2,3666.7
307,0.001,1.05,0.32,200,-3,1996.8,1565.9,3562.6
308,0.001,1.05,0.32,400,3,3223.5,1043.1,4266.6
309,0.001,1.05,0.32,400,2,2983.2,1205.3,4188.5
310,0.001,1.05,0.32,400,1,2745.5,1371.5,4117.0
311,0.001,1.05,0.32,400,0,2513.5,1533.8,4047.4
312,0.001,1.05,0.32,400,-1,2286.0,1688.0,3974.0
313,0.001,1.05,0.32,400,-2,2065.0,1821.9,3886.9
314,0.001,1.05,0.32,400,-3,1853.3,1932.1,3785.4
315,0.001,1.05,0.32,600,3,3019.1,1463.7,4482.8
316,0.001,1.05,0.32,600,2,2787.7,1638.7,4426.4
317,0.001,1.05,0.32,600,1,2559.9,1811.7,4371.6
318,0.001,1.05,0.32,600,0,2336.0,1971.8,4307.7
319,0.001,1.05,0.32,600,-1,2117.5,2117.3,4234.8
320,0.001,1.05,0.32,600,-2,1907.9,2243.3,4151.2
321,0.001,1.05,0.32,600,-3,1708.3,2347.4,4055.7
322,0.001,1.05,0.32,800,3,2879.4,1688.4,4567.8
323,0.001,1.05,0.32,800,2,2655.8,1863.5,4519.3
324,0.001,1.05,0.32,800,1,2437.1,2035.4,4472.4
325,0.001,1.05,0.32,800,0,2222.8,2194.2,4416.9
326,0.001,1.05,0.32,800,-1,2015.0,2337.7,4352.7
327,0.001,1.05,0.32,800,-2,1816.5,2461.5,4278.0
328,0.001,1.05,0.32,800,-3,1627.1,2564.5,4191.6
329,0.001,1.05,0.32,1000,3,2873.0,1689.5,4562.5
330,0.001,1.05,0.32,1000,2,2649.9,1864.6,4514.5
331,0.001,1.05,0.32,1000,1,2432.5,2036.5,4469.0
332,0.001,1.05,0.32,1000,0,2218.3,2195.3,4413.5
333,0.001,1.05,0.32,1000,-1,2011.1,2338.9,4350.0
334,0.001,1.05,0.32,1000,-2,1813.3,2462.6,4275.9
335,0.001,1.05,0.32,1000,-3,1624.0,2565.6,4189.5
336,0.001,1.05,0.44,0,3,3591.7,503.9,4095.6
337,0.001,1.05,0.44,0,2,3344.8,628.8,3973.6
338,0.001,1.05,0.44,0,1,3100.1,759.1,3859.2
339,0.001,1.05,0.44,0,0,2857.7,894.8,3752.5
340,0.001,1.05,0.44,0,-1,2619.6,1032.2,3651.8
341,0.001,1.05,0.44,0,-2,2386.6,1167.1,3553.7
342,0.001,1.05,0.44,0,-3,2158.8,1283.6,3442.4
343,0.001,1.05,0.44,200,3,3268.7,885.7,4154.4
344,0.001,1.05,0.44,200,2,3027.9,1048.0,4075.9
345,0.001,1.05,0.44,200,1,2789.1,1214.9,4004.0
346,0.001,1.05,0.44,200,0,2555.2,1379.3,3934.5
347,0.001,1.05,0.44,200,-1,2326.8,1536.3,3863.1
348,0.001,1.05,0.44,200,-2,2102.4,1680.0,3782.4
349,0.001,1.05,0.44,200,-3,1886.5,1799.3,3685.8
350,0.001,1.05,0.44,400,3,3026.7,1407.8,4434.6
351,0.001,1.05,0.44,400,2,2791.8,1585.9,4377.6
352,0.001,1.05,0.44,400,1,2561.1,1764.8,4325.9
353,0.001,1.05,0.44,400,0,2334.3,1935.0,4269.3
354,0.001,1.05,0.44,400,-1,2114.3,2088.8,4203.1
355,0.001,1.05,0.44,400,-2,1903.4,2217.4,4120.8
356,0.001,1.05,0.44,400,-3,1702.4,2320.3,4022.7
357,0.001,1.05,0.44,600,3,2765.3,2042.1,4807.4
358,0.001,1.05,0.44,600,2,2542.1,2223.0,4765.1
359,0.001,1.05,0.44,600,1,2322.8,2395.6,4718.3
360,0.001,1.05,0.44,600,0,2109.2,2555.0,4664.2
361,0.001,1.05,0.44,600,-1,1904.9,2695.4,4600.3
362,0.001,1.05,0.44,600,-2,1711.2,2812.4,4523.6
363,0.001,1.05,0.44,600,-3,1529.0,2908.2,4437.3
364,0.001,1.05,0.44,800,3,2602.4,2366.6,4969.0
365,0.001,1.05,0.44,800,2,2390.8,2546.3,4937.1
366,0.001,1.05,0.44,800,1,2183.8,2715.6,4899.5
367,0.001,1.05,0.44,800,0,1984.8,2872.7,4857.4
368,0.001,1.05,0.44,800,-1,1793.3,3011.0,4804.3
369,0.001,1.05,0.44,800,-2,1608.4,3126.1,4734.5
370,0.001,1.05,0.44,800,-3,1434.0,3220.3,4654.3
371,0.001,1.05,0.44,1000,3,2596.6,2368.1,4964.7
372,0.001,1.05,0.44,1000,2,2385.7,2547.8,4933.6
373,0.001,1.05,0.44,1000,1,2179.4,2717.2,4896.6
374,0.001,1.05,0.44,1000,0,1980.5,2874.2,4854.7
375,0.001,1.05,0.44,1000,-1,1789.3,3012.5,4801.8
376,0.001,1.05,0.44,1000,-2,1604.7,3127.6,4732.3
377,0.001,1.05,0.44,1000,-3,1430.4,3221.8,4652.2
378,0.001,1.05,0.56,0,3,3560.1,548.7,4108.8
379,0.001,1.05,0.56,0,2,3314.0,676.6,3990.6
380,0.001,1.05,0.56,0,1,3070.0,808.9,3878.9
381,0.001,1.05,0.56,0,0,2828.5,948.1,3776.5
382,0.001,1.05,0.56,0,-1,2591.6,1088.3,3679.9
383,0.001,1.05,0.56,0,-2,2359.7,1224.3,3584.0
384,0.001,1.05,0.56,0,-3,2132.9,1341.2,3474.1
385,0.001,1.05,0.56,200,3,3146.8,1080.9,4227.7
386,0.001,1.05,0.56,200,2,2908.7,1254.6,4163.3
387,0.001,1.05,0.56,200,1,2673.4,1427.6,4101.0
388,0.001,1.05,0.56,200,0,2443.7,1597.7,4041.4
389,0.001,1.05,0.56,200,-1,2217.9,1761.4,3979.3
390,0.001,1.05,0.56,200,-2,1998.6,1904.0,3902.5
391,0.001,1.05,0.56,200,-3,1790.0,2019.8,3809.8
392,0.001,1.05,0.56,400,3,2851.6,1786.2,4637.8
393,0.001,1.05,0.56,400,2,2622.1,1974.9,4597.1
394,0.001,1.05,0.56,400,1,2396.4,2155.6,4552.0
395,0.001,1.05,0.56,400,0,2176.3,2323.9,4500.2
396,0.001,1.05,0.56,400,-1,1965.5,2469.4,4434.9
397,0.001,1.05,0.56,400,-2,1764.2,2586.9,4351.1
398,0.001,1.05,0.56,400,-3,1574.2,2683.1,4257.4
399,0.001,1.05,0.56,600,3,2543.6,2608.0,5151.7
400,0.001,1.05,0.56,600,2,2329.1,2789.3,5118.4
401,0.001,1.05,0.56,600,1,2120.7,2958.1,5078.8
402,0.001,1.05,0.56,600,0,1921.2,3109.5,5030.6
403,0.001,1.05,0.56,600,-1,1730.8,3240.3,4971.0
404,0.001,1.05,0.56,600,-2,1551.4,3347.8,4899.3
405,0.001,1.05,0.56,600,-3,1380.0,3437.5,4817.5
406,0.001,1.05,0.56,800,3,2370.3,3021.3,5391.6
407,0.001,1.05,0.56,800,2,2171.3,3198.3,5369.6
408,0.001,1.05,0.56,800,1,1978.1,3363.3,5341.4
409,0.001,1.05,0.56,800,0,1790.3,3511.4,5301.8
410,0.001,1.05,0.56,800,-1,1609.3,3639.1,5248.4
411,0.001,1.05,0.56,800,-2,1438.0,3744.0,5181.9
412,0.001,1.05,0.56,800,-3,1274.8,3832.0,5106.8
413,0.001,1.05,0.56,1000,3,2364.8,3023.3,5388.1
414,0.001,1.05,0.56,1000,2,2166.0,3200.2,5366.2
415,0.001,1.05,0.56,1000,1,1973.3,3365.3,5338.5
