,Insulation thickness (m),Window U-value (W/m2K),Window SHGC (ratio),Shading control (W/m2),Thermostat settings offset (C),Heating energy (kWh),Cooling energy (kWh),Total energy (kWh) 
5148,0.2,0.85,0.44,600,0,482.0,2709.1,3191.1
5149,0.2,0.85,0.44,600,-1,409.3,2792.6,3202.0
5150,0.2,0.85,0.44,600,-2,343.9,2863.9,3207.8
5151,0.2,0.85,0.44,600,-3,283.6,2921.0,3204.6
5152,0.2,0.85,0.44,800,3,617.7,2737.8,3355.5
5153,0.2,0.85,0.44,800,2,540.4,2846.5,3386.9
5154,0.2,0.85,0.44,800,1,467.7,2947.4,3415.1
5155,0.2,0.85,0.44,800,0,399.5,3039.4,3438.9
5156,0.2,0.85,0.44,800,-1,337.4,3121.3,3458.7
5157,0.2,0.85,0.44,800,-2,280.1,3191.2,3471.3
5158,0.2,0.85,0.44,800,-3,227.2,3246.6,3473.8
5159,0.2,0.85,0.44,1000,3,612.4,2739.4,3351.8
5160,0.2,0.85,0.44,1000,2,535.8,2848.2,3384.0
5161,0.2,0.85,0.44,1000,1,463.7,2949.1,3412.8
5162,0.2,0.85,0.44,1000,0,396.3,3041.2,3437.4
5163,0.2,0.85,0.44,1000,-1,334.3,3123.2,3457.5
5164,0.2,0.85,0.44,1000,-2,277.5,3193.1,3470.5
5165,0.2,0.85,0.44,1000,-3,225.1,3248.4,3473.4
5166,0.2,0.85,0.56,0,3,1456.9,551.7,2008.5
5167,0.2,0.85,0.56,0,2,1334.6,649.8,1984.5
5168,0.2,0.85,0.56,0,1,1214.3,749.2,1963.4
5169,0.2,0.85,0.56,0,0,1096.2,849.5,1945.6
5170,0.2,0.85,0.56,0,-1,982.3,949.2,1931.5
5171,0.2,0.85,0.56,0,-2,873.4,1044.4,1917.8
5172,0.2,0.85,0.56,0,-3,769.0,1129.4,1898.4
5173,0.2,0.85,0.56,200,3,1051.8,1320.2,2372.0
5174,0.2,0.85,0.56,200,2,942.8,1437.7,2380.5
5175,0.2,0.85,0.56,200,1,837.6,1551.5,2389.1
5176,0.2,0.85,0.56,200,0,739.3,1659.7,2399.0
5177,0.2,0.85,0.56,200,-1,646.5,1760.1,2406.6
5178,0.2,0.85,0.56,200,-2,559.6,1849.2,2408.8
5179,0.2,0.85,0.56,200,-3,478.7,1921.6,2400.3
5180,0.2,0.85,0.56,400,3,793.3,2142.9,2936.2
5181,0.2,0.85,0.56,400,2,702.6,2256.2,2958.9
5182,0.2,0.85,0.56,400,1,616.0,2363.3,2979.3
5183,0.2,0.85,0.56,400,0,534.1,2462.1,2996.2
5184,0.2,0.85,0.56,400,-1,460.2,2549.1,3009.4
5185,0.2,0.85,0.56,400,-2,391.0,2620.9,3011.9
5186,0.2,0.85,0.56,400,-3,324.5,2677.3,3001.8
5187,0.2,0.85,0.56,600,3,572.0,3027.8,3599.9
5188,0.2,0.85,0.56,600,2,495.6,3134.3,3629.9
5189,0.2,0.85,0.56,600,1,425.2,3231.9,3657.1
5190,0.2,0.85,0.56,600,0,360.8,3319.6,3680.4
5191,0.2,0.85,0.56,600,-1,301.3,3395.9,3697.2
5192,0.2,0.85,0.56,600,-2,244.8,3458.9,3703.7
5193,0.2,0.85,0.56,600,-3,191.0,3507.9,3698.9
5194,0.2,0.85,0.56,800,3,473.7,3469.4,3943.1
5195,0.2,0.85,0.56,800,2,408.3,3571.9,3980.2
5196,0.2,0.85,0.56,800,1,347.4,3666.3,4013.7
5197,0.2,0.85,0.56,800,0,292.3,3751.2,4043.5
5198,0.2,0.85,0.56,800,-1,242.1,3825.4,4067.5
5199,0.2,0.85,0.56,800,-2,194.7,3886.2,4080.9
5200,0.2,0.85,0.56,800,-3,150.3,3933.0,4083.3
5201,0.2,0.85,0.56,1000,3,469.7,3481.6,3951.3
5202,0.2,0.85,0.56,1000,2,404.5,3584.0,3988.5
5203,0.2,0.85,0.56,1000,1,344.5,3678.2,4022.7
5204,0.2,0.85,0.56,1000,0,289.6,3763.2,4052.7
5205,0.2,0.85,0.56,1000,-1,240.0,3837.3,4077.3
5206,0.2,0.85,0.56,1000,-2,192.6,3898.0,4090.6
5207,0.2,0.85,0.56,1000,-3,148.4,3944.7,4093.1
5208,0.2,0.85,0.68,0,3,1428.8,606.5,2035.4
5209,0.2,0.85,0.68,0,2,1307.3,706.4,2013.7
5210,0.2,0.85,0.68,0,1,1187.6,807.8,1995.4
5211,0.2,0.85,0.68,0,0,1070.3,910.0,1980.3
5212,0.2,0.85,0.68,0,-1,958.1,1011.1,1969.2
5213,0.2,0.85,0.68,0,-2,850.6,1106.6,1957.3
5214,0.2,0.85,0.68,0,-3,747.7,1190.9,1938.6
5215,0.2,0.85,0.68,200,3,951.0,1566.9,2517.8
5216,0.2,0.85,0.68,200,2,846.4,1684.0,2530.4
5217,0.2,0.85,0.68,200,1,748.8,1797.2,2546.1
5218,0.2,0.85,0.68,200,0,657.4,1904.9,2562.3
5219,0.2,0.85,0.68,200,-1,571.2,2003.8,2575.0
5220,0.2,0.85,0.68,200,-2,492.6,2089.8,2582.4
5221,0.2,0.85,0.68,200,-3,420.5,2157.9,2578.4
5222,0.2,0.85,0.68,400,3,676.5,2562.4,3238.9
5223,0.2,0.85,0.68,400,2,592.2,2673.4,3265.6
5224,0.2,0.85,0.68,400,1,516.2,2777.2,3293.4
5225,0.2,0.85,0.68,400,0,445.0,2871.0,3316.1
5226,0.2,0.85,0.68,400,-1,377.4,2950.9,3328.3
5227,0.2,0.85,0.68,400,-2,312.6,3015.5,3328.1
5228,0.2,0.85,0.68,400,-3,251.9,3065.8,3317.6
5229,0.2,0.85,0.68,600,3,450.4,3620.4,4070.9
5230,0.2,0.85,0.68,600,2,385.8,3721.4,4107.2
5231,0.2,0.85,0.68,600,1,325.4,3813.2,4138.5
5232,0.2,0.85,0.68,600,0,269.4,3894.3,4163.7
5233,0.2,0.85,0.68,600,-1,216.0,3962.8,4178.8
5234,0.2,0.85,0.68,600,-2,168.4,4018.0,4186.3
5235,0.2,0.85,0.68,600,-3,126.3,4061.4,4187.7
5236,0.2,0.85,0.68,800,3,368.5,4238.8,4607.3
5237,0.2,0.85,0.68,800,2,314.3,4335.6,4649.9
5238,0.2,0.85,0.68,800,1,264.0,4423.1,4687.1
5239,0.2,0.85,0.68,800,0,216.7,4500.8,4717.4
5240,0.2,0.85,0.68,800,-1,172.0,4566.8,4738.8
5241,0.2,0.85,0.68,800,-2,133.9,4619.1,4753.0
5242,0.2,0.85,0.68,800,-3,101.2,4659.8,4761.0
5243,0.2,0.85,0.68,1000,3,365.1,4255.7,4620.8
5244,0.2,0.85,0.68,1000,2,311.5,4352.4,4663.9
5245,0.2,0.85,0.68,1000,1,261.4,4440.0,4701.5
5246,0.2,0.85,0.68,1000,0,214.2,4517.7,4731.9
5247,0.2,0.85,0.68,1000,-1,170.7,4583.7,4754.3
5248,0.2,0.85,0.68,1000,-2,132.7,4635.9,4768.6
5249,0.2,0.85,0.68,1000,-3,100.9,4676.6,4777.5
5250,0.2,0.85,0.8,0,3,1403.1,658.6,2061.7
5251,0.2,0.85,0.8,0,2,1282.1,759.9,2042.0
5252,0.2,0.85,0.8,0,1,1163.1,863.6,2026.7
5253,0.2,0.85,0.8,0,0,1046.8,967.3,2014.1
5254,0.2,0.85,0.8,0,-1,935.9,1069.2,2005.0
5255,0.2,0.85,0.8,0,-2,829.8,1164.9,1994.7
5256,0.2,0.85,0.8,0,-3,728.5,1248.8,1977.3
5257,0.2,0.85,0.8,200,3,861.3,1802.3,2663.7
5258,0.2,0.85,0.8,200,2,764.3,1919.4,2683.7
5259,0.2,0.85,0.8,200,1,673.4,2032.7,2706.1
5260,0.2,0.85,0.8,200,0,587.8,2139.2,2727.0
5261,0.2,0.85,0.8,200,-1,510.5,2236.3,2746.8
5262,0.2,0.85,0.8,200,-2,438.1,2318.6,2756.7
5263,0.2,0.85,0.8,200,-3,368.3,2382.4,2750.7
5264,0.2,0.85,0.8,400,3,578.7,2960.6,3539.3
5265,0.2,0.85,0.8,400,2,505.1,3068.8,3573.9
5266,0.2,0.85,0.8,400,1,435.7,3168.4,3604.1
5267,0.2,0.85,0.8,400,0,368.7,3256.2,3624.9
5268,0.2,0.85,0.8,400,-1,305.4,3329.6,3634.9
5269,0.2,0.85,0.8,400,-2,246.3,3388.1,3634.4
5270,0.2,0.85,0.8,400,-3,193.2,3433.7,3626.9
5271,0.2,0.85,0.8,600,3,356.7,4182.3,4539.0
5272,0.2,0.85,0.8,600,2,299.9,4277.8,4577.7
5273,0.2,0.85,0.8,600,1,246.6,4363.3,4609.9
5274,0.2,0.85,0.8,600,0,197.9,4437.3,4635.2
5275,0.2,0.85,0.8,600,-1,154.0,4499.2,4653.2
5276,0.2,0.85,0.8,600,-2,116.8,4548.5,4665.3
5277,0.2,0.85,0.8,600,-3,84.5,4588.0,4672.5
5278,0.2,0.85,0.8,800,3,292.8,4996.3,5289.2
5279,0.2,0.85,0.8,800,2,244.3,5085.9,5330.3
5280,0.2,0.85,0.8,800,1,199.7,5166.4,5366.1
5281,0.2,0.85,0.8,800,0,160.1,5237.7,5397.8
5282,0.2,0.85,0.8,800,-1,125.5,5296.2,5421.7
5283,0.2,0.85,0.8,800,-2,97.2,5342.8,5440.1
5284,0.2,0.85,0.8,800,-3,71.0,5379.6,5450.6
5285,0.2,0.85,0.8,1000,3,292.5,5026.8,5319.3
5286,0.2,0.85,0.8,1000,2,244.0,5116.3,5360.3
5287,0.2,0.85,0.8,1000,1,199.6,5196.7,5396.3
5288,0.2,0.85,0.8,1000,0,159.8,5266.7,5426.6
5289,0.2,0.85,0.8,1000,-1,125.4,5324.0,5449.5
5290,0.2,0.85,0.8,1000,-2,97.2,5369.4,5466.6
5291,0.2,0.85,0.8,1000,-3,71.0,5405.0,5476.0
5292,0.2,0.65,0.2,0,3,1331.3,380.0,1711.2
5293,0.2,0.65,0.2,0,2,1218.1,464.4,1682.5
5294,0.2,0.65,0.2,0,1,1107.3,554.8,1662.1
5295,0.2,0.65,0.2,0,0,998.5,645.2,1643.8
5296,0.2,0.65,0.2,0,-1,893.3,734.6,1627.9
5297,0.2,0.65,0.2,0,-2,792.6,822.0,1614.6
5298,0.2,0.65,0.2,0,-3,695.3,902.3,1597.7
5299,0.2,0.65,0.2,200,3,1188.2,610.6,1798.8
5300,0.2,0.65,0.2,200,2,1078.8,707.5,1786.3
5301,0.2,0.65,0.2,200,1,971.6,804.6,1776.1
5302,0.2,0.65,0.2,200,0,869.0,903.0,1772.1
5303,0.2,0.65,0.2,200,-1,770.0,997.9,1767.9
5304,0.2,0.65,0.2,200,-2,675.0,1085.9,1760.9
5305,0.2,0.65,0.2,200,-3,586.0,1163.8,1749.9
5306,0.2,0.65,0.2,400,3,1072.1,876.5,1948.7
5307,0.2,0.65,0.2,400,2,966.2,980.1,1946.3
5308,0.2,0.65,0.2,400,1,864.5,1081.7,1946.2
5309,0.2,0.65,0.2,400,0,766.8,1179.2,1945.9
5310,0.2,0.65,0.2,400,-1,673.8,1271.5,1945.2
5311,0.2,0.65,0.2,400,-2,586.1,1355.4,1941.5
5312,0.2,0.65,0.2,400,-3,502.7,1427.3,1930.1
5313,0.2,0.65,0.2,600,3,940.8,1181.1,2121.9
5314,0.2,0.65,0.2,600,2,842.6,1285.6,2128.2
5315,0.2,0.65,0.2,600,1,749.0,1387.5,2136.5
5316,0.2,0.65,0.2,600,0,658.9,1484.4,2143.3
5317,0.2,0.65,0.2,600,-1,574.3,1574.3,2148.5
5318,0.2,0.65,0.2,600,-2,495.1,1654.5,2149.6
5319,0.2,0.65,0.2,600,-3,420.1,1722.1,2142.2
5320,0.2,0.65,0.2,800,3,857.9,1333.3,2191.2
5321,0.2,0.65,0.2,800,2,765.8,1437.4,2203.2
5322,0.2,0.65,0.2,800,1,677.4,1538.6,2216.0
5323,0.2,0.65,0.2,800,0,594.1,1633.9,2228.0
5324,0.2,0.65,0.2,800,-1,515.3,1722.0,2237.3
5325,0.2,0.65,0.2,800,-2,441.0,1800.4,2241.3
5326,0.2,0.65,0.2,800,-3,369.5,1866.9,2236.4
5327,0.2,0.65,0.2,1000,3,854.3,1334.0,2188.3
5328,0.2,0.65,0.2,1000,2,762.3,1438.1,2200.5
5329,0.2,0.65,0.2,1000,1,674.2,1539.3,2213.5
5330,0.2,0.65,0.2,1000,0,591.2,1634.6,2225.8
5331,0.2,0.65,0.2,1000,-1,512.3,1722.7,2235.0
5332,0.2,0.65,0.2,1000,-2,438.0,1801.1,2239.0
5333,0.2,0.65,0.2,1000,-3,366.8,1867.7,2234.4
5334,0.2,0.65,0.32,0,3,1285.6,464.5,1750.1
5335,0.2,0.65,0.32,0,2,1174.2,555.0,1729.2
5336,0.2,0.65,0.32,0,1,1064.6,647.4,1712.0
5337,0.2,0.65,0.32,0,0,957.1,739.8,1697.0
5338,0.2,0.65,0.32,0,-1,854.4,832.0,1686.4
5339,0.2,0.65,0.32,0,-2,755.4,921.1,1676.5
5340,0.2,0.65,0.32,0,-3,660.7,1001.3,1662.0
5341,0.2,0.65,0.32,200,3,1048.7,879.4,1928.1
5342,0.2,0.65,0.32,200,2,943.9,984.9,1928.8
5343,0.2,0.65,0.32,200,1,843.5,1088.9,1932.4
5344,0.2,0.65,0.32,200,0,746.3,1189.0,1935.3
5345,0.2,0.65,0.32,200,-1,654.9,1283.9,1938.8
5346,0.2,0.65,0.32,200,-2,568.5,1370.3,1938.8
5347,0.2,0.65,0.32,200,-3,486.7,1444.3,1931.0
5348,0.2,0.65,0.32,400,3,877.6,1340.8,2218.4
5349,0.2,0.65,0.32,400,2,781.3,1446.5,2227.8
5350,0.2,0.65,0.32,400,1,690.2,1548.7,2238.8
5351,0.2,0.65,0.32,400,0,604.1,1645.7,2249.7
5352,0.2,0.65,0.32,400,-1,523.1,1735.0,2258.0
5353,0.2,0.65,0.32,400,-2,447.2,1813.6,2260.8
5354,0.2,0.65,0.32,400,-3,377.6,1877.3,2254.9
5355,0.2,0.65,0.32,600,3,707.6,1843.1,2550.7
5356,0.2,0.65,0.32,600,2,624.0,1948.0,2572.0
5357,0.2,0.65,0.32,600,1,545.1,2048.2,2593.3
5358,0.2,0.65,0.32,600,0,471.0,2140.8,2611.7
5359,0.2,0.65,0.32,600,-1,400.3,2223.7,2624.0
5360,0.2,0.65,0.32,600,-2,335.0,2295.6,2630.7
5361,0.2,0.65,0.32,600,-3,276.4,2355.0,2631.5
5362,0.2,0.65,0.32,800,3,614.8,2088.0,2702.8
5363,0.2,0.65,0.32,800,2,537.8,2191.6,2729.3
5364,0.2,0.65,0.32,800,1,465.1,2288.9,2754.0
5365,0.2,0.65,0.32,800,0,397.3,2378.5,2775.8
5366,0.2,0.65,0.32,800,-1,334.4,2459.4,2793.8
5367,0.2,0.65,0.32,800,-2,277.4,2530.1,2807.5
5368,0.2,0.65,0.32,800,-3,224.6,2587.9,2812.5
5369,0.2,0.65,0.32,1000,3,610.2,2089.2,2699.4
5370,0.2,0.65,0.32,1000,2,533.2,2192.8,2726.0
5371,0.2,0.65,0.32,1000,1,461.0,2290.1,2751.2
5372,0.2,0.65,0.32,1000,0,393.7,2379.8,2773.5
5373,0.2,0.65,0.32,1000,-1,331.6,2460.8,2792.4
5374,0.2,0.65,0.32,1000,-2,274.7,2531.5,2806.3
5375,0.2,0.65,0.32,1000,-3,222.2,2589.3,2811.5
5376,0.2,0.65,0.44,0,3,1248.2,538.0,1786.2
5377,0.2,0.65,0.44,0,2,1137.7,631.5,1769.2
5378,0.2,0.65,0.44,0,1,1028.9,725.5,1754.4
5379,0.2,0.65,0.44,0,0,923.1,820.4,1743.5
5380,0.2,0.65,0.44,0,-1,822.0,914.8,1736.8
5381,0.2,0.65,0.44,0,-2,724.9,1004.3,1729.2
5382,0.2,0.65,0.44,0,-3,632.8,1083.8,1716.6
5383,0.2,0.65,0.44,200,3,923.3,1154.5,2077.8
5384,0.2,0.65,0.44,200,2,824.3,1262.2,2086.5
5385,0.2,0.65,0.44,200,1,729.5,1366.9,2096.4
5386,0.2,0.65,0.44,200,0,640.9,1467.5,2108.4
5387,0.2,0.65,0.44,200,-1,556.4,1561.3,2117.8
5388,0.2,0.65,0.44,200,-2,477.4,1646.4,2123.8
5389,0.2,0.65,0.44,200,-3,405.7,1717.8,2123.5
5390,0.2,0.65,0.44,400,3,712.1,1808.6,2520.7
5391,0.2,0.65,0.44,400,2,628.2,1914.5,2542.7
5392,0.2,0.65,0.44,400,1,548.4,2016.0,2564.4
5393,0.2,0.65,0.44,400,0,473.3,2110.5,2583.8
5394,0.2,0.65,0.44,400,-1,405.7,2196.4,2602.0
5395,0.2,0.65,0.44,400,-2,342.2,2269.2,2611.4
5396,0.2,0.65,0.44,400,-3,281.2,2326.5,2607.7
5397,0.2,0.65,0.44,600,3,526.4,2516.1,3042.5
5398,0.2,0.65,0.44,600,2,455.0,2618.5,3073.6
5399,0.2,0.65,0.44,600,1,388.8,2713.9,3102.7
5400,0.2,0.65,0.44,600,0,328.9,2800.7,3129.7
5401,0.2,0.65,0.44,600,-1,273.6,2877.6,3151.2
5402,0.2,0.65,0.44,600,-2,220.9,2942.1,3163.1
5403,0.2,0.65,0.44,600,-3,170.6,2993.4,3164.0
5404,0.2,0.65,0.44,800,3,436.7,2857.3,3294.1
5405,0.2,0.65,0.44,800,2,375.6,2957.6,3333.2
5406,0.2,0.65,0.44,800,1,318.3,3050.6,3368.9
5407,0.2,0.65,0.44,800,0,265.7,3135.0,3400.7
5408,0.2,0.65,0.44,800,-1,217.8,3209.8,3427.5
5409,0.2,0.65,0.44,800,-2,173.0,3272.8,3445.9
5410,0.2,0.65,0.44,800,-3,132.2,3322.4,3454.6
5411,0.2,0.65,0.44,1000,3,433.0,2859.1,3292.1
5412,0.2,0.65,0.44,1000,2,372.3,2959.5,3331.9
5413,0.2,0.65,0.44,1000,1,315.1,3052.5,3367.6
5414,0.2,0.65,0.44,1000,0,263.4,3136.9,3400.3
5415,0.2,0.65,0.44,1000,-1,215.8,3211.7,3427.5
5416,0.2,0.65,0.44,1000,-2,171.2,3274.8,3446.0
5417,0.2,0.65,0.44,1000,-3,130.3,3324.4,3454.7
5418,0.2,0.65,0.56,0,3,1216.6,602.8,1819.4
5419,0.2,0.65,0.56,0,2,1106.9,697.6,1804.5
5420,0.2,0.65,0.56,0,1,998.8,793.7,1792.5
5421,0.2,0.65,0.56,0,0,894.9,890.6,1785.5
5422,0.2,0.65,0.56,0,-1,795.3,986.1,1781.3
5423,0.2,0.65,0.56,0,-2,699.8,1075.3,1775.1
5424,0.2,0.65,0.56,0,-3,609.7,1154.4,1764.1
5425,0.2,0.65,0.56,200,3,815.0,1416.7,2231.7
5426,0.2,0.65,0.56,200,2,722.3,1524.7,2247.0
5427,0.2,0.65,0.56,200,1,635.3,1629.5,2264.7
5428,0.2,0.65,0.56,200,0,553.3,1729.3,2282.6
5429,0.2,0.65,0.56,200,-1,477.0,1823.0,2299.9
5430,0.2,0.65,0.56,200,-2,408.9,1906.3,2315.2
5431,0.2,0.65,0.56,200,-3,344.0,1973.2,2317.2
5432,0.2,0.65,0.56,400,3,584.7,2254.7,2839.4
5433,0.2,0.65,0.56,400,2,509.7,2359.0,2868.8
5434,0.2,0.65,0.56,400,1,441.8,2458.3,2900.1
5435,0.2,0.65,0.56,400,0,378.0,2549.2,2927.2
5436,0.2,0.65,0.56,400,-1,316.6,2628.4,2945.1
5437,0.2,0.65,0.56,400,-2,258.3,2693.5,2951.7
5438,0.2,0.65,0.56,400,-3,205.6,2743.8,2949.4
5439,0.2,0.65,0.56,600,3,393.0,3148.4,3541.4
5440,0.2,0.65,0.56,600,2,334.3,3246.5,3580.9
5441,0.2,0.65,0.56,600,1,279.6,3335.8,3615.5
5442,0.2,0.65,0.56,600,0,228.1,3415.7,3643.7
5443,0.2,0.65,0.56,600,-1,179.4,3484.6,3664.0
5444,0.2,0.65,0.56,600,-2,137.3,3541.2,3678.4
5445,0.2,0.65,0.56,600,-3,100.7,3585.1,3685.8
5446,0.2,0.65,0.56,800,3,319.5,3631.2,3950.7
5447,0.2,0.65,0.56,800,2,269.8,3725.2,3995.0
5448,0.2,0.65,0.56,800,1,223.9,3810.7,4034.6
5449,0.2,0.65,0.56,800,0,180.2,3887.3,4067.5
5450,0.2,0.65,0.56,800,-1,140.5,3953.9,4094.4
5451,0.2,0.65,0.56,800,-2,107.9,4007.9,4115.8
5452,0.2,0.65,0.56,800,-3,79.4,4049.3,4128.7
5453,0.2,0.65,0.56,1000,3,316.4,3644.9,3961.3
5454,0.2,0.65,0.56,1000,2,267.5,3738.9,4006.3
5455,0.2,0.65,0.56,1000,1,221.6,3824.3,4045.9
5456,0.2,0.65,0.56,1000,0,177.9,3901.0,4079.0
5457,0.2,0.65,0.56,1000,-1,139.2,3967.6,4106.8
5458,0.2,0.65,0.56,1000,-2,106.8,4021.6,4128.4
5459,0.2,0.65,0.56,1000,-3,79.4,4063.0,4142.3
5460,0.2,0.65,0.68,0,3,1189.0,660.4,1849.4
5461,0.2,0.65,0.68,0,2,1079.9,757.0,1836.8
5462,0.2,0.65,0.68,0,1,972.8,855.0,1827.8
5463,0.2,0.65,0.68,0,0,870.2,953.6,1823.8
5464,0.2,0.65,0.68,0,-1,772.1,1049.2,1821.4
5465,0.2,0.65,0.68,0,-2,678.3,1138.4,1816.7
5466,0.2,0.65,0.68,0,-3,590.3,1217.1,1807.3
5467,0.2,0.65,0.68,200,3,722.8,1665.7,2388.4
5468,0.2,0.65,0.68,200,2,637.3,1773.7,2411.0
5469,0.2,0.65,0.68,200,1,556.8,1879.0,2435.8
5470,0.2,0.65,0.68,200,0,483.5,1979.0,2462.5
5471,0.2,0.65,0.68,200,-1,416.4,2071.0,2487.4
5472,0.2,0.65,0.68,200,-2,351.6,2150.2,2501.8
5473,0.2,0.65,0.68,200,-3,289.4,2212.5,2501.9
5474,0.2,0.65,0.68,400,3,484.9,2678.5,3163.4
5475,0.2,0.65,0.68,400,2,419.5,2780.7,3200.2
5476,0.2,0.65,0.68,400,1,357.5,2875.7,3233.2
5477,0.2,0.65,0.68,400,0,297.7,2960.7,3258.4
5478,0.2,0.65,0.68,400,-1,241.9,3033.0,3274.9
5479,0.2,0.65,0.68,400,-2,191.7,3090.9,3282.7
5480,0.2,0.65,0.68,400,-3,145.9,3135.7,3281.6
5481,0.2,0.65,0.68,600,3,293.9,3745.3,4039.1
5482,0.2,0.65,0.68,600,2,242.7,3837.4,4080.2
5483,0.2,0.65,0.68,600,1,196.0,3920.5,4116.4
5484,0.2,0.65,0.68,600,0,153.5,3993.6,4147.1
5485,0.2,0.65,0.68,600,-1,116.8,4055.3,4172.1
5486,0.2,0.65,0.68,600,-2,85.9,4104.9,4190.8
5487,0.2,0.65,0.68,600,-3,58.2,4143.6,4201.8
5488,0.2,0.65,0.68,800,3,237.9,4424.5,4662.4
5489,0.2,0.65,0.68,800,2,194.7,4512.0,4706.7
5490,0.2,0.65,0.68,800,1,156.0,4591.3,4747.3
5491,0.2,0.65,0.68,800,0,122.9,4661.4,4784.4
5492,0.2,0.65,0.68,800,-1,96.0,4720.4,4816.4
5493,0.2,0.65,0.68,800,-2,70.8,4767.1,4837.9
5494,0.2,0.65,0.68,800,-3,47.2,4803.1,4850.3
5495,0.2,0.65,0.68,1000,3,235.7,4443.1,4678.8
5496,0.2,0.65,0.68,1000,2,193.1,4530.0,4723.1
5497,0.2,0.65,0.68,1000,1,154.7,4609.4,4764.1
5498,0.2,0.65,0.68,1000,0,122.6,4679.5,4802.1
5499,0.2,0.65,0.68,1000,-1,96.0,4738.5,4834.4
5500,0.2,0.65,0.68,1000,-2,70.8,4785.1,4855.9
5501,0.2,0.65,0.68,1000,-3,47.2,4821.1,4868.3
5502,0.2,0.65,0.8,0,3,1163.5,714.7,1878.2
5503,0.2,0.65,0.8,0,2,1055.0,813.5,1868.5
5504,0.2,0.65,0.8,0,1,949.1,913.2,1862.3
5505,0.2,0.65,0.8,0,0,847.9,1012.6,1860.5
5506,0.2,0.65,0.8,0,-1,751.2,1108.3,1859.6
5507,0.2,0.65,0.8,0,-2,659.2,1197.5,1856.6
5508,0.2,0.65,0.8,0,-3,572.6,1275.8,1848.4
5509,0.2,0.65,0.8,200,3,644.9,1904.1,2549.0
5510,0.2,0.65,0.8,200,2,565.8,2013.0,2578.7
5511,0.2,0.65,0.8,200,1,494.5,2118.2,2612.7
5512,0.2,0.65,0.8,200,0,427.4,2217.1,2644.5
5513,0.2,0.65,0.8,200,-1,362.6,2306.3,2668.9
5514,0.2,0.65,0.8,200,-2,300.3,2381.5,2681.8
5515,0.2,0.65,0.8,200,-3,242.5,2439.2,2681.7
5516,0.2,0.65,0.8,400,3,403.3,3079.7,3483.0
5517,0.2,0.65,0.8,400,2,342.2,3178.5,3520.6
5518,0.2,0.65,0.8,400,1,284.5,3268.7,3553.2
5519,0.2,0.65,0.8,400,0,230.5,3348.0,3578.4
5520,0.2,0.65,0.8,400,-1,181.7,3414.0,3595.7
5521,0.2,0.65,0.8,400,-2,137.5,3466.4,3603.9
5522,0.2,0.65,0.8,400,-3,100.1,3507.2,3607.3
5523,0.2,0.65,0.8,600,3,217.7,4326.5,4544.3
5524,0.2,0.65,0.8,600,2,175.3,4412.9,4588.2
5525,0.2,0.65,0.8,600,1,137.2,4490.4,4627.6
5526,0.2,0.65,0.8,600,0,105.1,4556.6,4661.7
5527,0.2,0.65,0.8,600,-1,76.3,4612.0,4688.4
5528,0.2,0.65,0.8,600,-2,50.0,4655.8,4705.8
5529,0.2,0.65,0.8,600,-3,27.9,4691.3,4719.2
5530,0.2,0.65,0.8,800,3,179.4,5208.2,5387.6
5531,0.2,0.65,0.8,800,2,144.1,5288.4,5432.5
5532,0.2,0.65,0.8,800,1,114.3,5360.5,5474.8
5533,0.2,0.65,0.8,800,0,89.2,5422.8,5512.0
5534,0.2,0.65,0.8,800,-1,64.9,5473.8,5538.7
5535,0.2,0.65,0.8,800,-2,42.7,5513.6,5556.3
5536,0.2,0.65,0.8,800,-3,24.6,5546.1,5570.7
5537,0.2,0.65,0.8,1000,3,179.4,5240.8,5420.2
5538,0.2,0.65,0.8,1000,2,144.0,5320.7,5464.7
5539,0.2,0.65,0.8,1000,1,114.3,5392.4,5506.7
5540,0.2,0.65,0.8,1000,0,89.1,5454.3,5543.5
5541,0.2,0.65,0.8,1000,-1,64.9,5504.9,5569.8
5542,0.2,0.65,0.8,1000,-2,42.7,5544.9,5587.6
5543,0.2,0.65,0.8,1000,-3,24.6,5577.0,5601.6
5544,0.2,0.45,0.2,0,3,1079.0,427.0,1506.0
5545,0.2,0.45,0.2,0,2,979.0,511.9,1490.9
5546,0.2,0.45,0.2,0,1,880.9,597.6,1478.5
5547,0.2,0.45,0.2,0,0,786.4,683.6,1470.0
5548,0.2,0.45,0.2,0,-1,695.6,770.2,1465.8
5549,0.2,0.45,0.2,0,-2,608.4,852.6,1461.0
5550,0.2,0.45,0.2,0,-3,526.2,926.7,1452.9
5551,0.2,0.45,0.2,200,3,927.1,690.0,1617.1
5552,0.2,0.45,0.2,200,2,831.8,783.6,1615.4
5553,0.2,0.45,0.2,200,1,740.5,877.4,1617.9
5554,0.2,0.45,0.2,200,0,652.1,968.6,1620.7
5555,0.2,0.45,0.2,200,-1,569.3,1055.2,1624.4
5556,0.2,0.45,0.2,200,-2,490.5,1135.1,1625.7
5557,0.2,0.45,0.2,200,-3,416.4,1206.0,1622.3
5558,0.2,0.45,0.2,400,3,813.1,978.3,1791.4
5559,0.2,0.45,0.2,400,2,723.3,1073.9,1797.2
5560,0.2,0.45,0.2,400,1,637.6,1166.7,1804.4
5561,0.2,0.45,0.2,400,0,556.7,1255.8,1812.5
5562,0.2,0.45,0.2,400,-1,479.9,1340.0,1820.0
