,Insulation thickness (m),Wall U-value (W/m2K),Window U-value (W/m2K),Window SHGC (ratio),Shading control (W/m2),Thermostat settings offset (C),Heating energy (kWh),Cooling energy (kWh),Total energy (kWh),Heating energy (kWh/m2),Cooling energy (kWh/m2),Total energy (kWh/m2) 
6266,0.2,0.17,1.5,0.8,200,2,1431.4,1667.9,3099.3,62.0,72.2,134.2
6267,0.2,0.17,1.5,0.8,200,1,1289.9,1806.5,3096.4,55.8,78.2,134.0
6268,0.2,0.17,1.5,0.8,200,0,1154.5,1937.7,3092.2,50.0,83.9,133.9
6269,0.2,0.17,1.5,0.8,200,-1,1024.7,2056.8,3081.6,44.4,89.0,133.4
6270,0.2,0.17,1.5,0.8,200,-2,902.8,2157.2,3060,39.1,93.4,132.5
6271,0.2,0.17,1.5,0.8,200,-3,789.4,2236.1,3025.4,34.2,96.8,131.0
6272,0.2,0.17,1.5,0.8,400,3,1210.9,2636.8,3847.7,52.4,114.1,166.6
6273,0.2,0.17,1.5,0.8,400,2,1084.8,2770.4,3855.2,47.0,119.9,166.9
6274,0.2,0.17,1.5,0.8,400,1,965.7,2894,3859.6,41.8,125.3,167.1
6275,0.2,0.17,1.5,0.8,400,0,854.3,3005.2,3859.5,37.0,130.1,167.1
6276,0.2,0.17,1.5,0.8,400,-1,747.6,3099.2,3846.8,32.4,134.2,166.5
6277,0.2,0.17,1.5,0.8,400,-2,646.5,3175.5,3822,28.0,137.5,165.5
6278,0.2,0.17,1.5,0.8,400,-3,555.1,3235.9,3791,24.0,140.1,164.1
6279,0.2,0.17,1.5,0.8,600,3,890.9,3829.1,4720.1,38.6,165.8,204.3
6280,0.2,0.17,1.5,0.8,600,2,788.3,3950.1,4738.4,34.1,171.0,205.1
6281,0.2,0.17,1.5,0.8,600,1,690.2,4058.8,4748.9,29.9,175.7,205.6
6282,0.2,0.17,1.5,0.8,600,0,596.3,4154.5,4750.9,25.8,179.8,205.7
6283,0.2,0.17,1.5,0.8,600,-1,509.3,4235.2,4744.5,22.0,183.3,205.4
6284,0.2,0.17,1.5,0.8,600,-2,430.3,4300.4,4730.8,18.6,186.2,204.8
6285,0.2,0.17,1.5,0.8,600,-3,357.4,4352.3,4709.7,15.5,188.4,203.9
6286,0.2,0.17,1.5,0.8,800,3,750.1,4477.7,5227.8,32.5,193.8,226.3
6287,0.2,0.17,1.5,0.8,800,2,661.9,4593.9,5255.8,28.7,198.9,227.5
6288,0.2,0.17,1.5,0.8,800,1,576.5,4698.4,5274.9,25.0,203.4,228.4
6289,0.2,0.17,1.5,0.8,800,0,494.7,4790.9,5285.6,21.4,207.4,228.8
6290,0.2,0.17,1.5,0.8,800,-1,420.0,4868.7,5288.7,18.2,210.8,228.9
6291,0.2,0.17,1.5,0.8,800,-2,354.7,4931.3,5286,15.4,213.5,228.8
6292,0.2,0.17,1.5,0.8,800,-3,293.5,4980.5,5274.1,12.7,215.6,228.3
6293,0.2,0.17,1.5,0.8,1000,3,745.3,4496.7,5242.1,32.3,194.7,226.9
6294,0.2,0.17,1.5,0.8,1000,2,657.1,4612.8,5270,28.4,199.7,228.1
6295,0.2,0.17,1.5,0.8,1000,1,571.8,4717.4,5289.2,24.8,204.2,229.0
6296,0.2,0.17,1.5,0.8,1000,0,490.8,4809.7,5300.5,21.2,208.2,229.5
6297,0.2,0.17,1.5,0.8,1000,-1,416.8,4887.5,5304.3,18.0,211.6,229.6
6298,0.2,0.17,1.5,0.8,1000,-2,351.7,4950,5301.7,15.2,214.3,229.5
6299,0.2,0.17,1.5,0.8,1000,-3,291.0,4999.3,5290.2,12.6,216.4,229.0
6300,0.2,0.17,1.2,0.2,0,3,1977.3,304.2,2281.5,85.6,13.2,98.8
6301,0.2,0.17,1.2,0.2,0,2,1829.5,387.8,2217.3,79.2,16.8,96.0
6302,0.2,0.17,1.2,0.2,0,1,1683.5,476.9,2160.4,72.9,20.6,93.5
6303,0.2,0.17,1.2,0.2,0,0,1541.6,573.7,2115.3,66.7,24.8,91.6
6304,0.2,0.17,1.2,0.2,0,-1,1402.2,673.7,2075.9,60.7,29.2,89.9
6305,0.2,0.17,1.2,0.2,0,-2,1266.0,769,2035,54.8,33.3,88.1
6306,0.2,0.17,1.2,0.2,0,-3,1133.7,856.4,1990.2,49.1,37.1,86.2
6307,0.2,0.17,1.2,0.2,200,3,1862.6,456,2318.6,80.6,19.7,100.4
6308,0.2,0.17,1.2,0.2,200,2,1716.4,557.3,2273.7,74.3,24.1,98.4
6309,0.2,0.17,1.2,0.2,200,1,1573.8,665,2238.8,68.1,28.8,96.9
6310,0.2,0.17,1.2,0.2,200,0,1434.4,772.3,2206.7,62.1,33.4,95.5
6311,0.2,0.17,1.2,0.2,200,-1,1297.7,876.4,2174.1,56.2,37.9,94.1
6312,0.2,0.17,1.2,0.2,200,-2,1165.2,977.2,2142.5,50.4,42.3,92.7
6313,0.2,0.17,1.2,0.2,200,-3,1039.0,1070.5,2109.5,45.0,46.3,91.3
6314,0.2,0.17,1.2,0.2,400,3,1749.9,675,2424.9,75.8,29.2,105.0
6315,0.2,0.17,1.2,0.2,400,2,1606.5,785.6,2392.1,69.5,34.0,103.6
6316,0.2,0.17,1.2,0.2,400,1,1466.1,896.7,2362.8,63.5,38.8,102.3
6317,0.2,0.17,1.2,0.2,400,0,1328.8,1007.5,2336.3,57.5,43.6,101.1
6318,0.2,0.17,1.2,0.2,400,-1,1195.9,1116.8,2312.7,51.8,48.3,100.1
6319,0.2,0.17,1.2,0.2,400,-2,1068.7,1218,2286.8,46.3,52.7,99.0
6320,0.2,0.17,1.2,0.2,400,-3,947.1,1305.1,2252.2,41.0,56.5,97.5
6321,0.2,0.17,1.2,0.2,600,3,1614.5,936.1,2550.6,69.9,40.5,110.4
6322,0.2,0.17,1.2,0.2,600,2,1475.4,1055.1,2530.5,63.9,45.7,109.5
6323,0.2,0.17,1.2,0.2,600,1,1339.0,1173.3,2512.2,58.0,50.8,108.8
6324,0.2,0.17,1.2,0.2,600,0,1207.1,1287.9,2495,52.3,55.8,108.0
6325,0.2,0.17,1.2,0.2,600,-1,1081.2,1395.9,2477.1,46.8,60.4,107.2
6326,0.2,0.17,1.2,0.2,600,-2,961.1,1493,2454.1,41.6,64.6,106.2
6327,0.2,0.17,1.2,0.2,600,-3,847.2,1575.8,2422.9,36.7,68.2,104.9
6328,0.2,0.17,1.2,0.2,800,3,1513.7,1076.7,2590.4,65.5,46.6,112.1
6329,0.2,0.17,1.2,0.2,800,2,1378.5,1198.2,2576.7,59.7,51.9,111.5
6330,0.2,0.17,1.2,0.2,800,1,1247.6,1316.7,2564.3,54.0,57.0,111.0
6331,0.2,0.17,1.2,0.2,800,0,1122.4,1430,2552.4,48.6,61.9,110.5
6332,0.2,0.17,1.2,0.2,800,-1,1003.7,1535.3,2539,43.5,66.5,109.9
6333,0.2,0.17,1.2,0.2,800,-2,889.8,1630.2,2520,38.5,70.6,109.1
6334,0.2,0.17,1.2,0.2,800,-3,781.0,1712.1,2493.1,33.8,74.1,107.9
6335,0.2,0.17,1.2,0.2,1000,3,1508.9,1077.3,2586.3,65.3,46.6,112.0
6336,0.2,0.17,1.2,0.2,1000,2,1373.7,1198.9,2572.6,59.5,51.9,111.4
6337,0.2,0.17,1.2,0.2,1000,1,1243.2,1317.4,2560.6,53.8,57.0,110.8
6338,0.2,0.17,1.2,0.2,1000,0,1118.6,1430.7,2549.3,48.4,61.9,110.4
6339,0.2,0.17,1.2,0.2,1000,-1,1000.2,1536,2536.1,43.3,66.5,109.8
6340,0.2,0.17,1.2,0.2,1000,-2,886.6,1630.9,2517.5,38.4,70.6,109.0
6341,0.2,0.17,1.2,0.2,1000,-3,778.1,1712.7,2490.8,33.7,74.1,107.8
6342,0.2,0.17,1.2,0.32,0,3,1931.0,374.4,2305.4,83.6,16.2,99.8
6343,0.2,0.17,1.2,0.32,0,2,1784.0,462.1,2246.1,77.2,20.0,97.2
6344,0.2,0.17,1.2,0.32,0,1,1639.7,558.2,2197.9,71.0,24.2,95.1
6345,0.2,0.17,1.2,0.32,0,0,1499.3,660,2159.2,64.9,28.6,93.5
6346,0.2,0.17,1.2,0.32,0,-1,1361.0,761.1,2122.1,58.9,32.9,91.9
6347,0.2,0.17,1.2,0.32,0,-2,1226.2,858.7,2084.8,53.1,37.2,90.3
6348,0.2,0.17,1.2,0.32,0,-3,1096.2,948.4,2044.6,47.5,41.1,88.5
6349,0.2,0.17,1.2,0.32,200,3,1715.2,686.5,2401.7,74.3,29.7,104.0
6350,0.2,0.17,1.2,0.32,200,2,1573.6,800.7,2374.3,68.1,34.7,102.8
6351,0.2,0.17,1.2,0.32,200,1,1434.7,915.3,2350,62.1,39.6,101.7
6352,0.2,0.17,1.2,0.32,200,0,1298.9,1030.7,2329.5,56.2,44.6,100.8
6353,0.2,0.17,1.2,0.32,200,-1,1167.8,1144.6,2312.4,50.6,49.5,100.1
6354,0.2,0.17,1.2,0.32,200,-2,1042.5,1250.2,2292.7,45.1,54.1,99.3
6355,0.2,0.17,1.2,0.32,200,-3,921.6,1340,2261.6,39.9,58.0,97.9
6356,0.2,0.17,1.2,0.32,400,3,1536.9,1089.4,2626.3,66.5,47.2,113.7
6357,0.2,0.17,1.2,0.32,400,2,1399.1,1213.8,2612.9,60.6,52.5,113.1
6358,0.2,0.17,1.2,0.32,400,1,1265.3,1336.1,2601.5,54.8,57.8,112.6
6359,0.2,0.17,1.2,0.32,400,0,1137.1,1454,2591.1,49.2,62.9,112.2
6360,0.2,0.17,1.2,0.32,400,-1,1014.3,1563.4,2577.8,43.9,67.7,111.6
6361,0.2,0.17,1.2,0.32,400,-2,897.3,1660.2,2557.5,38.8,71.9,110.7
6362,0.2,0.17,1.2,0.32,400,-3,787.0,1738.8,2525.7,34.1,75.3,109.3
6363,0.2,0.17,1.2,0.32,600,3,1335.4,1564.3,2899.7,57.8,67.7,125.5
6364,0.2,0.17,1.2,0.32,600,2,1206.2,1688.9,2895.1,52.2,73.1,125.3
6365,0.2,0.17,1.2,0.32,600,1,1084.0,1809.4,2893.4,46.9,78.3,125.3
6366,0.2,0.17,1.2,0.32,600,0,967.8,1921.6,2889.3,41.9,83.2,125.1
6367,0.2,0.17,1.2,0.32,600,-1,856.8,2023.2,2880,37.1,87.6,124.7
6368,0.2,0.17,1.2,0.32,600,-2,751.3,2113.1,2864.4,32.5,91.5,124.0
6369,0.2,0.17,1.2,0.32,600,-3,651.4,2186.8,2838.2,28.2,94.7,122.9
6370,0.2,0.17,1.2,0.32,800,3,1207.7,1800.1,3007.9,52.3,77.9,130.2
6371,0.2,0.17,1.2,0.32,800,2,1088.6,1924.3,3013,47.1,83.3,130.4
6372,0.2,0.17,1.2,0.32,800,1,975.4,2042.3,3017.7,42.2,88.4,130.6
6373,0.2,0.17,1.2,0.32,800,0,866.1,2151.6,3017.7,37.5,93.1,130.6
6374,0.2,0.17,1.2,0.32,800,-1,762.8,2251.1,3013.9,33.0,97.5,130.5
6375,0.2,0.17,1.2,0.32,800,-2,665.9,2339,3004.9,28.8,101.3,130.1
6376,0.2,0.17,1.2,0.32,800,-3,573.7,2410.8,2984.5,24.8,104.4,129.2
6377,0.2,0.17,1.2,0.32,1000,3,1202.3,1801.3,3003.6,52.0,78.0,130.0
6378,0.2,0.17,1.2,0.32,1000,2,1083.8,1925.5,3009.3,46.9,83.4,130.3
6379,0.2,0.17,1.2,0.32,1000,1,970.9,2043.4,3014.3,42.0,88.5,130.5
6380,0.2,0.17,1.2,0.32,1000,0,861.6,2152.7,3014.3,37.3,93.2,130.5
6381,0.2,0.17,1.2,0.32,1000,-1,758.7,2252.2,3010.8,32.8,97.5,130.3
6382,0.2,0.17,1.2,0.32,1000,-2,661.7,2340.1,3001.8,28.6,101.3,129.9
6383,0.2,0.17,1.2,0.32,1000,-3,569.5,2411.9,2981.5,24.7,104.4,129.1
6384,0.2,0.17,1.2,0.44,0,3,1892.1,433.6,2325.8,81.9,18.8,100.7
6385,0.2,0.17,1.2,0.44,0,2,1745.8,527.2,2273,75.6,22.8,98.4
6386,0.2,0.17,1.2,0.44,0,1,1603.4,628.2,2231.6,69.4,27.2,96.6
6387,0.2,0.17,1.2,0.44,0,0,1463.7,732.6,2196.3,63.4,31.7,95.1
6388,0.2,0.17,1.2,0.44,0,-1,1326.5,835.4,2161.9,57.4,36.2,93.6
6389,0.2,0.17,1.2,0.44,0,-2,1193.0,935,2128,51.6,40.5,92.1
6390,0.2,0.17,1.2,0.44,0,-3,1064.9,1026.4,2091.3,46.1,44.4,90.5
6391,0.2,0.17,1.2,0.44,200,3,1579.1,927.3,2506.5,68.4,40.1,108.5
6392,0.2,0.17,1.2,0.44,200,2,1440.7,1051.1,2491.9,62.4,45.5,107.9
6393,0.2,0.17,1.2,0.44,200,1,1305.6,1175.9,2481.5,56.5,50.9,107.4
6394,0.2,0.17,1.2,0.44,200,0,1175.6,1298.2,2473.8,50.9,56.2,107.1
6395,0.2,0.17,1.2,0.44,200,-1,1051.0,1413.3,2464.3,45.5,61.2,106.7
6396,0.2,0.17,1.2,0.44,200,-2,930.8,1516.6,2447.4,40.3,65.7,105.9
6397,0.2,0.17,1.2,0.44,200,-3,817.1,1602.8,2419.9,35.4,69.4,104.8
6398,0.2,0.17,1.2,0.44,400,3,1340.7,1536.7,2877.4,58.0,66.5,124.6
6399,0.2,0.17,1.2,0.44,400,2,1210.8,1666,2876.8,52.4,72.1,124.5
6400,0.2,0.17,1.2,0.44,400,1,1086.5,1789.8,2876.3,47.0,77.5,124.5
6401,0.2,0.17,1.2,0.44,400,0,968.0,1906,2874,41.9,82.5,124.4
6402,0.2,0.17,1.2,0.44,400,-1,855.9,2010.3,2866.2,37.1,87.0,124.1
6403,0.2,0.17,1.2,0.44,400,-2,749.8,2098.7,2848.5,32.5,90.9,123.3
6404,0.2,0.17,1.2,0.44,400,-3,650.8,2170,2820.8,28.2,93.9,122.1
6405,0.2,0.17,1.2,0.44,600,3,1095.9,2215.5,3311.4,47.4,95.9,143.4
6406,0.2,0.17,1.2,0.44,600,2,982.9,2341.9,3324.8,42.6,101.4,143.9
6407,0.2,0.17,1.2,0.44,600,1,874.1,2460.1,3334.2,37.8,106.5,144.3
6408,0.2,0.17,1.2,0.44,600,0,770.4,2567.4,3337.8,33.4,111.1,144.5
6409,0.2,0.17,1.2,0.44,600,-1,672.3,2663,3335.3,29.1,115.3,144.4
6410,0.2,0.17,1.2,0.44,600,-2,581.9,2744.2,3326.1,25.2,118.8,144.0
6411,0.2,0.17,1.2,0.44,600,-3,494.9,2809.4,3304.3,21.4,121.6,143.0
6412,0.2,0.17,1.2,0.44,800,3,960.8,2550.7,3511.4,41.6,110.4,152.0
6413,0.2,0.17,1.2,0.44,800,2,856.7,2674,3530.8,37.1,115.8,152.8
6414,0.2,0.17,1.2,0.44,800,1,758.1,2788.6,3546.7,32.8,120.7,153.5
6415,0.2,0.17,1.2,0.44,800,0,663.1,2893.1,3556.2,28.7,125.2,153.9
6416,0.2,0.17,1.2,0.44,800,-1,573.3,2986.3,3559.7,24.8,129.3,154.1
6417,0.2,0.17,1.2,0.44,800,-2,490.5,3065.7,3556.2,21.2,132.7,153.9
6418,0.2,0.17,1.2,0.44,800,-3,413.5,3129.3,3542.8,17.9,135.5,153.4
6419,0.2,0.17,1.2,0.44,1000,3,954.7,2552.3,3507,41.3,110.5,151.8
6420,0.2,0.17,1.2,0.44,1000,2,851.0,2675.7,3526.7,36.8,115.8,152.7
6421,0.2,0.17,1.2,0.44,1000,1,752.6,2790.2,3542.8,32.6,120.8,153.4
6422,0.2,0.17,1.2,0.44,1000,0,657.6,2894.7,3552.3,28.5,125.3,153.8
6423,0.2,0.17,1.2,0.44,1000,-1,568.4,2987.9,3556.3,24.6,129.3,154.0
6424,0.2,0.17,1.2,0.44,1000,-2,486.3,3067.4,3553.6,21.0,132.8,153.8
6425,0.2,0.17,1.2,0.44,1000,-3,409.9,3130.9,3540.9,17.7,135.5,153.3
6426,0.2,0.17,1.2,0.56,0,3,1859.1,487.8,2346.9,80.5,21.1,101.6
6427,0.2,0.17,1.2,0.56,0,2,1713.9,585.3,2299.1,74.2,25.3,99.5
6428,0.2,0.17,1.2,0.56,0,1,1572.7,689.6,2262.3,68.1,29.9,97.9
6429,0.2,0.17,1.2,0.56,0,0,1433.8,795.4,2229.2,62.1,34.4,96.5
6430,0.2,0.17,1.2,0.56,0,-1,1297.3,900.4,2197.8,56.2,39.0,95.1
6431,0.2,0.17,1.2,0.56,0,-2,1165.0,1001.4,2166.4,50.4,43.4,93.8
6432,0.2,0.17,1.2,0.56,0,-3,1038.6,1093.6,2132.2,45.0,47.3,92.3
6433,0.2,0.17,1.2,0.56,200,3,1458.0,1171.7,2629.7,63.1,50.7,113.8
6434,0.2,0.17,1.2,0.56,200,2,1323.1,1302.2,2625.3,57.3,56.4,113.6
6435,0.2,0.17,1.2,0.56,200,1,1193.2,1430.4,2623.6,51.7,61.9,113.6
6436,0.2,0.17,1.2,0.56,200,0,1068.6,1552.4,2621.1,46.3,67.2,113.5
6437,0.2,0.17,1.2,0.56,200,-1,948.5,1665.8,2614.4,41.1,72.1,113.2
6438,0.2,0.17,1.2,0.56,200,-2,835.3,1766.2,2601.5,36.2,76.5,112.6
6439,0.2,0.17,1.2,0.56,200,-3,729.3,1847.5,2576.8,31.6,80.0,111.5
6440,0.2,0.17,1.2,0.56,400,3,1174.0,1971.3,3145.3,50.8,85.3,136.2
6441,0.2,0.17,1.2,0.56,400,2,1052.8,2098.9,3151.6,45.6,90.9,136.4
6442,0.2,0.17,1.2,0.56,400,1,938.3,2219.2,3157.5,40.6,96.1,136.7
6443,0.2,0.17,1.2,0.56,400,0,829.5,2330,3159.5,35.9,100.9,136.8
6444,0.2,0.17,1.2,0.56,400,-1,728.6,2428.2,3156.8,31.5,105.1,136.7
6445,0.2,0.17,1.2,0.56,400,-2,632.6,2510.3,3142.9,27.4,108.7,136.1
6446,0.2,0.17,1.2,0.56,400,-3,542.0,2575.3,3117.3,23.5,111.5,134.9
6447,0.2,0.17,1.2,0.56,600,3,908.9,2838.4,3747.3,39.3,122.9,162.2
6448,0.2,0.17,1.2,0.56,600,2,805.9,2959.9,3765.8,34.9,128.1,163.0
6449,0.2,0.17,1.2,0.56,600,1,709.6,3071.1,3780.7,30.7,132.9,163.7
6450,0.2,0.17,1.2,0.56,600,0,618.7,3170.9,3789.7,26.8,137.3,164.1
6451,0.2,0.17,1.2,0.56,600,-1,530.5,3258.2,3788.8,23.0,141.0,164.0
6452,0.2,0.17,1.2,0.56,600,-2,450.2,3330.9,3781.1,19.5,144.2,163.7
6453,0.2,0.17,1.2,0.56,600,-3,377.3,3388.3,3765.7,16.3,146.7,163.0
6454,0.2,0.17,1.2,0.56,800,3,772.8,3260,4032.9,33.5,141.1,174.6
6455,0.2,0.17,1.2,0.56,800,2,681.1,3377.2,4058.3,29.5,146.2,175.7
6456,0.2,0.17,1.2,0.56,800,1,595.6,3485.3,4080.9,25.8,150.9,176.7
6457,0.2,0.17,1.2,0.56,800,0,515.8,3582.4,4098.2,22.3,155.1,177.4
6458,0.2,0.17,1.2,0.56,800,-1,440.5,3667.8,4108.2,19.1,158.8,177.8
6459,0.2,0.17,1.2,0.56,800,-2,371.2,3738.9,4110.1,16.1,161.9,177.9
6460,0.2,0.17,1.2,0.56,800,-3,308.3,3794.7,4102.9,13.3,164.3,177.6
6461,0.2,0.17,1.2,0.56,1000,3,766.8,3262.1,4028.9,33.2,141.2,174.4
6462,0.2,0.17,1.2,0.56,1000,2,675.5,3379.3,4054.7,29.2,146.3,175.5
6463,0.2,0.17,1.2,0.56,1000,1,590.9,3487.4,4078.3,25.6,151.0,176.5
6464,0.2,0.17,1.2,0.56,1000,0,511.8,3584.5,4096.3,22.2,155.2,177.3
6465,0.2,0.17,1.2,0.56,1000,-1,436.6,3669.9,4106.5,18.9,158.9,177.8
6466,0.2,0.17,1.2,0.56,1000,-2,367.7,3741.1,4108.8,15.9,162.0,177.9
6467,0.2,0.17,1.2,0.56,1000,-3,305.8,3796.8,4102.6,13.2,164.4,177.6
6468,0.2,0.17,1.2,0.68,0,3,1830.0,536.9,2367,79.2,23.2,102.5
6469,0.2,0.17,1.2,0.68,0,2,1686.3,637.8,2324.1,73.0,27.6,100.6
6470,0.2,0.17,1.2,0.68,0,1,1545.7,744.7,2290.4,66.9,32.2,99.2
6471,0.2,0.17,1.2,0.68,0,0,1407.4,851.9,2259.3,60.9,36.9,97.8
6472,0.2,0.17,1.2,0.68,0,-1,1271.7,958.8,2230.5,55.1,41.5,96.6
6473,0.2,0.17,1.2,0.68,0,-2,1140.7,1061.3,2202.1,49.4,45.9,95.3
6474,0.2,0.17,1.2,0.68,0,-3,1015.6,1153.2,2168.8,44.0,49.9,93.9
6475,0.2,0.17,1.2,0.68,200,3,1348.9,1412.2,2761,58.4,61.1,119.5
6476,0.2,0.17,1.2,0.68,200,2,1218.6,1544.5,2763.1,52.8,66.9,119.6
6477,0.2,0.17,1.2,0.68,200,1,1093.7,1672.2,2765.9,47.3,72.4,119.7
6478,0.2,0.17,1.2,0.68,200,0,973.3,1793.4,2766.7,42.1,77.6,119.8
6479,0.2,0.17,1.2,0.68,200,-1,859.9,1905,2764.9,37.2,82.5,119.7
6480,0.2,0.17,1.2,0.68,200,-2,753.9,2001.1,2755.1,32.6,86.6,119.3
6481,0.2,0.17,1.2,0.68,200,-3,654.3,2077.6,2731.9,28.3,89.9,118.3
6482,0.2,0.17,1.2,0.68,400,3,1031.7,2383.2,3414.9,44.7,103.2,147.8
6483,0.2,0.17,1.2,0.68,400,2,920.3,2508.4,3428.7,39.8,108.6,148.4
6484,0.2,0.17,1.2,0.68,400,1,816.4,2625.6,3442,35.3,113.7,149.0
6485,0.2,0.17,1.2,0.68,400,0,717.5,2732.1,3449.6,31.1,118.3,149.3
6486,0.2,0.17,1.2,0.68,400,-1,622.9,2823.6,3446.5,27.0,122.2,149.2
6487,0.2,0.17,1.2,0.68,400,-2,536.9,2898.5,3435.4,23.2,125.5,148.7
6488,0.2,0.17,1.2,0.68,400,-3,456.9,2957.9,3414.8,19.8,128.0,147.8
6489,0.2,0.17,1.2,0.68,600,3,756.9,3426,4182.9,32.8,148.3,181.1
6490,0.2,0.17,1.2,0.68,600,2,665.8,3541.2,4207,28.8,153.3,182.1
6491,0.2,0.17,1.2,0.68,600,1,577.9,3645.5,4223.4,25.0,157.8,182.8
6492,0.2,0.17,1.2,0.68,600,0,496.4,3738.6,4235,21.5,161.8,183.3
6493,0.2,0.17,1.2,0.68,600,-1,421.4,3818.5,4239.8,18.2,165.3,183.5
6494,0.2,0.17,1.2,0.68,600,-2,352.5,3883.3,4235.8,15.3,168.1,183.4
6495,0.2,0.17,1.2,0.68,600,-3,288.8,3934.1,4222.9,12.5,170.3,182.8
6496,0.2,0.17,1.2,0.68,800,3,634.0,3967,4601,27.4,171.7,199.2
6497,0.2,0.17,1.2,0.68,800,2,554.8,4077.6,4632.4,24.0,176.5,200.5
6498,0.2,0.17,1.2,0.68,800,1,478.7,4178.3,4657.1,20.7,180.9,201.6
6499,0.2,0.17,1.2,0.68,800,0,408.1,4268.2,4676.3,17.7,184.8,202.4
6500,0.2,0.17,1.2,0.68,800,-1,344.6,4345.7,4690.4,14.9,188.1,203.0
6501,0.2,0.17,1.2,0.68,800,-2,287.8,4407.8,4695.6,12.5,190.8,203.3
6502,0.2,0.17,1.2,0.68,800,-3,233.4,4456.3,4689.7,10.1,192.9,203.0
6503,0.2,0.17,1.2,0.68,1000,3,629.6,3982.7,4612.3,27.3,172.4,199.7
6504,0.2,0.17,1.2,0.68,1000,2,550.4,4093.2,4643.6,23.8,177.2,201.0
6505,0.2,0.17,1.2,0.68,1000,1,474.5,4193.9,4668.5,20.5,181.6,202.1
6506,0.2,0.17,1.2,0.68,1000,0,404.8,4283.8,4688.6,17.5,185.4,203.0
6507,0.2,0.17,1.2,0.68,1000,-1,341.7,4361.2,4703,14.8,188.8,203.6
6508,0.2,0.17,1.2,0.68,1000,-2,285.1,4423.3,4708.4,12.3,191.5,203.8
6509,0.2,0.17,1.2,0.68,1000,-3,231.3,4471.7,4703,10.0,193.6,203.6
6510,0.2,0.17,1.2,0.8,0,3,1803.2,583.5,2386.8,78.1,25.3,103.3
6511,0.2,0.17,1.2,0.8,0,2,1660.8,687.9,2348.7,71.9,29.8,101.7
6512,0.2,0.17,1.2,0.8,0,1,1520.7,796.7,2317.4,65.8,34.5,100.3
6513,0.2,0.17,1.2,0.8,0,0,1383.0,906.1,2289.1,59.9,39.2,99.1
6514,0.2,0.17,1.2,0.8,0,-1,1248.1,1013.9,2262,54.0,43.9,97.9
6515,0.2,0.17,1.2,0.8,0,-2,1118.6,1117.8,2236.3,48.4,48.4,96.8
6516,0.2,0.17,1.2,0.8,0,-3,995.0,1209.6,2204.6,43.1,52.4,95.4
6517,0.2,0.17,1.2,0.8,200,3,1250.6,1644,2894.6,54.1,71.2,125.3
6518,0.2,0.17,1.2,0.8,200,2,1125.2,1776.1,2901.3,48.7,76.9,125.6
6519,0.2,0.17,1.2,0.8,200,1,1004.2,1903.2,2907.4,43.5,82.4,125.9
6520,0.2,0.17,1.2,0.8,200,0,889.8,2023.7,2913.5,38.5,87.6,126.1
6521,0.2,0.17,1.2,0.8,200,-1,783.6,2132.3,2915.9,33.9,92.3,126.2
6522,0.2,0.17,1.2,0.8,200,-2,683.6,2224.2,2907.8,29.6,96.3,125.9
6523,0.2,0.17,1.2,0.8,200,-3,589.9,2296.3,2886.2,25.5,99.4,124.9
6524,0.2,0.17,1.2,0.8,400,3,912.9,2775.5,3688.4,39.5,120.2,159.7
6525,0.2,0.17,1.2,0.8,400,2,811.7,2898.3,3710,35.1,125.5,160.6
6526,0.2,0.17,1.2,0.8,400,1,713.5,3011.6,3725.1,30.9,130.4,161.3
6527,0.2,0.17,1.2,0.8,400,0,621.3,3112.4,3733.7,26.9,134.7,161.6
6528,0.2,0.17,1.2,0.8,400,-1,537.7,3197.6,3735.3,23.3,138.4,161.7
6529,0.2,0.17,1.2,0.8,400,-2,458.9,3266.5,3725.4,19.9,141.4,161.3
6530,0.2,0.17,1.2,0.8,400,-3,383.5,3320.3,3703.8,16.6,143.7,160.3
6531,0.2,0.17,1.2,0.8,600,3,633.2,3981.5,4614.6,27.4,172.4,199.8
6532,0.2,0.17,1.2,0.8,600,2,550.4,4090.8,4641.2,23.8,177.1,200.9
6533,0.2,0.17,1.2,0.8,600,1,472.9,4189.6,4662.5,20.5,181.4,201.8
6534,0.2,0.17,1.2,0.8,600,0,401.7,4276.2,4677.9,17.4,185.1,202.5
6535,0.2,0.17,1.2,0.8,600,-1,335.9,4348.6,4684.5,14.5,188.3,202.8
6536,0.2,0.17,1.2,0.8,600,-2,273.8,4406.7,4680.5,11.9,190.8,202.6
6537,0.2,0.17,1.2,0.8,600,-3,216.7,4453.1,4669.8,9.4,192.8,202.2
6538,0.2,0.17,1.2,0.8,800,3,526.2,4694,5220.2,22.8,203.2,226.0
6539,0.2,0.17,1.2,0.8,800,2,454.0,4798.6,5252.7,19.7,207.7,227.4
6540,0.2,0.17,1.2,0.8,800,1,388.9,4893.5,5282.3,16.8,211.8,228.7
6541,0.2,0.17,1.2,0.8,800,0,329.9,4977,5306.8,14.3,215.5,229.7
6542,0.2,0.17,1.2,0.8,800,-1,274.5,5046.5,5321,11.9,218.5,230.3
6543,0.2,0.17,1.2,0.8,800,-2,222.8,5102,5324.8,9.6,220.9,230.5
6544,0.2,0.17,1.2,0.8,800,-3,173.9,5145.3,5319.2,7.5,222.7,230.3
6545,0.2,0.17,1.2,0.8,1000,3,522.2,4713.3,5235.5,22.6,204.0,226.6
