,Insulation thickness (m),Window U-value (W/m2K),Window SHGC (ratio),Shading control (W/m2),Thermostat settings offset (C),Heating energy (kWh),Cooling energy (kWh),Total energy (kWh) 
3254,0.05,0.9,0.8,400,-3,391.9544992355431,3391.5,3783.4
3255,0.05,0.9,0.8,600,3,653.4143959292593,4053.0,4706.4
3256,0.05,0.9,0.8,600,2,569.2788659493355,4163.4,4732.7
3257,0.05,0.9,0.8,600,1,490.29107067324856,4262.7,4753.0
3258,0.05,0.9,0.8,600,0,417.5522366215278,4349.6,4767.2
3259,0.05,0.9,0.8,600,-1,350.0843262971046,4421.9,4772.0
3260,0.05,0.9,0.8,600,-2,287.2394989124506,4479.9,4767.1
3261,0.05,0.9,0.8,600,-3,228.7966176176602,4526.2,4755.0
3262,0.05,0.9,0.8,800,3,551.0642920271647,4776.9,5328.0
3263,0.05,0.9,0.8,800,2,477.0893408225414,4882.8,5359.8
3264,0.05,0.9,0.8,800,1,408.9656145790546,4978.4,5387.4
3265,0.05,0.9,0.8,800,0,348.1296504567838,5062.1,5410.3
3266,0.05,0.9,0.8,800,-1,291.72820585867333,5131.3,5423.0
3267,0.05,0.9,0.8,800,-2,239.1865022162834,5186.5,5425.7
3268,0.05,0.9,0.8,800,-3,189.0672981907254,5230.8,5419.9
3269,0.05,0.9,0.8,1000,3,547.1446538901924,4796.4,5343.5
3270,0.05,0.9,0.8,1000,2,473.7477299227602,4902.2,5375.9
3271,0.05,0.9,0.8,1000,1,405.7537297733504,4997.9,5403.6
3272,0.05,0.9,0.8,1000,0,345.0217845046171,5081.6,5426.6
3273,0.05,0.9,0.8,1000,-1,289.32329395256835,5150.7,5440.0
3274,0.05,0.9,0.8,1000,-2,236.88124743825227,5205.9,5442.8
3275,0.05,0.9,0.8,1000,-3,187.9196064832062,5250.2,5438.1
3276,0.05,0.6,0.2,0,3,1624.0922793534519,378.7,2002.8
3277,0.05,0.6,0.2,0,2,1492.8682812368324,466.0,1958.9
3278,0.05,0.6,0.2,0,1,1364.8968262624944,562.2,1927.1
3279,0.05,0.6,0.2,0,0,1239.1570665037248,661.3,1900.5
3280,0.05,0.6,0.2,0,-1,1116.0556349233202,758.6,1874.7
3281,0.05,0.6,0.2,0,-2,997.6988774151473,852.0,1849.7
3282,0.05,0.6,0.2,0,-3,884.3178886120695,939.6,1823.9
3283,0.05,0.6,0.2,200,3,1474.9265251923543,595.7,2070.7
3284,0.05,0.6,0.2,200,2,1348.1955508530623,700.2,2048.4
3285,0.05,0.6,0.2,200,1,1223.7612423582289,805.2,2028.9
3286,0.05,0.6,0.2,200,0,1102.010782463298,910.5,2012.5
3287,0.05,0.6,0.2,200,-1,985.8920569868927,1015.4,2001.3
3288,0.05,0.6,0.2,200,-2,873.8328915962345,1113.9,1987.7
3289,0.05,0.6,0.2,200,-3,767.5018603668365,1200.8,1968.3
3290,0.05,0.6,0.2,400,3,1356.260149478113,853.6,2209.9
3291,0.05,0.6,0.2,400,2,1232.4017169098158,963.8,2196.2
3292,0.05,0.6,0.2,400,1,1111.4431327741524,1075.4,2186.8
3293,0.05,0.6,0.2,400,0,995.7947213609567,1184.8,2180.6
3294,0.05,0.6,0.2,400,-1,884.9713673269416,1288.3,2173.2
3295,0.05,0.6,0.2,400,-2,780.2856000153537,1382.3,2162.6
3296,0.05,0.6,0.2,400,-3,680.733390964409,1461.7,2142.5
3297,0.05,0.6,0.2,600,3,1220.892126695407,1152.6,2373.5
3298,0.05,0.6,0.2,600,2,1102.6654374014738,1267.6,2370.2
3299,0.05,0.6,0.2,600,1,989.7067136889642,1380.7,2370.4
3300,0.05,0.6,0.2,600,0,882.2680540974225,1489.3,2371.6
3301,0.05,0.6,0.2,600,-1,779.6959131911103,1589.5,2369.2
3302,0.05,0.6,0.2,600,-2,682.8232297355919,1678.6,2361.4
3303,0.05,0.6,0.2,600,-3,591.2627610608359,1753.7,2345.0
3304,0.05,0.6,0.2,800,3,1130.2973570370627,1304.5,2434.8
3305,0.05,0.6,0.2,800,2,1020.8195787084586,1419.7,2440.5
3306,0.05,0.6,0.2,800,1,914.7956224210311,1531.4,2446.2
3307,0.05,0.6,0.2,800,0,812.9004056270434,1638.4,2451.3
3308,0.05,0.6,0.2,800,-1,715.4927101532169,1736.5,2452.0
3309,0.05,0.6,0.2,800,-2,624.718269535904,1824.1,2448.9
3310,0.05,0.6,0.2,800,-3,538.6280321549987,1897.8,2436.4
3311,0.05,0.6,0.2,1000,3,1126.5391484151512,1305.2,2431.7
3312,0.05,0.6,0.2,1000,2,1017.2374148525639,1420.4,2437.6
3313,0.05,0.6,0.2,1000,1,911.543590543844,1532.2,2443.7
3314,0.05,0.6,0.2,1000,0,809.9358307906956,1639.1,2449.0
3315,0.05,0.6,0.2,1000,-1,712.7037828000224,1737.2,2449.9
3316,0.05,0.6,0.2,1000,-2,622.0450703417895,1824.9,2446.9
3317,0.05,0.6,0.2,1000,-3,535.9447726990244,1898.5,2434.5
3318,0.05,0.6,0.32,0,3,1577.9793747112415,456.3,2034.3
3319,0.05,0.6,0.32,0,2,1448.520626321098,551.0,1999.5
3320,0.05,0.6,0.32,0,1,1321.883684428011,651.4,1973.3
3321,0.05,0.6,0.32,0,0,1197.3754984281204,752.1,1949.5
3322,0.05,0.6,0.32,0,-1,1075.897171293484,851.7,1927.6
3323,0.05,0.6,0.32,0,-2,959.8974206054523,948.2,1908.1
3324,0.05,0.6,0.32,0,-3,848.8956579385546,1036.5,1885.4
3325,0.05,0.6,0.32,200,3,1333.846497993283,850.0,2183.8
3326,0.05,0.6,0.32,200,2,1210.4637018243561,963.3,2173.7
3327,0.05,0.6,0.32,200,1,1090.5395909483536,1078.4,2168.9
3328,0.05,0.6,0.32,200,0,976.2142978174629,1190.6,2166.8
3329,0.05,0.6,0.32,200,-1,865.9897502100407,1297.2,2163.2
3330,0.05,0.6,0.32,200,-2,761.8471192857922,1394.1,2156.0
3331,0.05,0.6,0.32,200,-3,664.2888832109951,1476.0,2140.3
3332,0.05,0.6,0.32,400,3,1155.140802493803,1303.0,2458.1
3333,0.05,0.6,0.32,400,2,1039.2167892022792,1420.9,2460.2
3334,0.05,0.6,0.32,400,1,928.6434100921897,1535.7,2464.3
3335,0.05,0.6,0.32,400,0,824.1675466117653,1644.5,2468.7
3336,0.05,0.6,0.32,400,-1,724.6834815952831,1744.4,2469.0
3337,0.05,0.6,0.32,400,-2,631.533778363685,1831.1,2462.6
3338,0.05,0.6,0.32,400,-3,543.4775982845157,1900.6,2444.1
3339,0.05,0.6,0.32,600,3,971.5038366570487,1802.2,2773.7
3340,0.05,0.6,0.32,600,2,869.0200681753398,1919.3,2788.3
3341,0.05,0.6,0.32,600,1,770.8576064774076,2031.5,2802.3
3342,0.05,0.6,0.32,600,0,677.7601358700358,2135.2,2813.0
3343,0.05,0.6,0.32,600,-1,590.5021812788752,2228.4,2818.9
3344,0.05,0.6,0.32,600,-2,508.9370159111378,2308.2,2817.2
3345,0.05,0.6,0.32,600,-3,430.38895006345984,2373.0,2803.4
3346,0.05,0.6,0.32,800,3,868.4740581986961,2046.4,2914.9
3347,0.05,0.6,0.32,800,2,773.5143162297271,2162.7,2936.2
3348,0.05,0.6,0.32,800,1,683.3211358835342,2272.0,2955.3
3349,0.05,0.6,0.32,800,0,597.0217081452502,2372.4,2969.4
3350,0.05,0.6,0.32,800,-1,515.284014146922,2462.4,2977.7
3351,0.05,0.6,0.32,800,-2,438.6001746866368,2540.4,2979.0
3352,0.05,0.6,0.32,800,-3,366.9184115410781,2603.3,2970.3
3353,0.05,0.6,0.32,1000,3,863.8558107727546,2047.6,2911.4
3354,0.05,0.6,0.32,1000,2,769.1623249946316,2163.9,2933.0
3355,0.05,0.6,0.32,1000,1,679.113630909889,2273.1,2952.2
3356,0.05,0.6,0.32,1000,0,592.8510161946596,2373.6,2966.4
3357,0.05,0.6,0.32,1000,-1,511.22626703664696,2463.6,2974.8
3358,0.05,0.6,0.32,1000,-2,435.13839547345236,2541.6,2976.8
3359,0.05,0.6,0.32,1000,-3,363.9991937818622,2604.5,2968.5
3360,0.05,0.6,0.44,0,3,1539.5843980996208,524.6,2064.1
3361,0.05,0.6,0.44,0,2,1411.8512385605502,623.8,2035.6
3362,0.05,0.6,0.44,0,1,1286.107384376291,726.2,2012.3
3363,0.05,0.6,0.44,0,0,1162.566037636121,829.1,1991.7
3364,0.05,0.6,0.44,0,-1,1043.0284173538553,931.1,1974.1
3365,0.05,0.6,0.44,0,-2,928.9155735451692,1029.4,1958.3
3366,0.05,0.6,0.44,0,-3,819.7474328262007,1117.8,1937.6
3367,0.05,0.6,0.44,200,3,1204.0101886456002,1113.4,2317.4
3368,0.05,0.6,0.44,200,2,1085.7521863236473,1233.6,2319.3
3369,0.05,0.6,0.44,200,1,972.5138857924834,1351.5,2324.0
3370,0.05,0.6,0.44,200,0,863.5921673417008,1464.3,2327.9
3371,0.05,0.6,0.44,200,-1,761.5944694811478,1569.6,2331.2
3372,0.05,0.6,0.44,200,-2,665.624372899263,1664.4,2330.0
3373,0.05,0.6,0.44,200,-3,574.6238640239395,1741.8,2316.4
3374,0.05,0.6,0.44,400,3,978.0787307447594,1762.4,2740.5
3375,0.05,0.6,0.44,400,2,873.3443352415837,1880.7,2754.1
3376,0.05,0.6,0.44,400,1,773.5816914699457,1993.5,2767.1
3377,0.05,0.6,0.44,400,0,680.5452229718713,2099.2,2779.7
3378,0.05,0.6,0.44,400,-1,592.4873794699112,2194.4,2786.9
3379,0.05,0.6,0.44,400,-2,509.2577463858596,2274.3,2783.5
3380,0.05,0.6,0.44,400,-3,432.9452396212683,2337.7,2770.7
3381,0.05,0.6,0.44,600,3,770.4038293495482,2464.5,3234.9
3382,0.05,0.6,0.44,600,2,680.7865643706714,2579.6,3260.4
3383,0.05,0.6,0.44,600,1,597.0985219853159,2686.9,3284.0
3384,0.05,0.6,0.44,600,0,516.0497933908096,2783.8,3299.8
3385,0.05,0.6,0.44,600,-1,439.8675189201769,2869.1,3309.0
3386,0.05,0.6,0.44,600,-2,370.5164727700729,2940.8,3311.3
3387,0.05,0.6,0.44,600,-3,306.6817787300069,2998.1,3304.8
3388,0.05,0.6,0.44,800,3,663.4200734114168,2805.0,3468.4
3389,0.05,0.6,0.44,800,2,582.1142391993621,2917.2,3499.4
3390,0.05,0.6,0.44,800,1,506.236065528454,3021.2,3527.5
3391,0.05,0.6,0.44,800,0,435.256715072221,3115.2,3550.5
3392,0.05,0.6,0.44,800,-1,368.42447377381603,3198.5,3567.0
3393,0.05,0.6,0.44,800,-2,307.45714100458565,3269.0,3576.4
3394,0.05,0.6,0.44,800,-3,251.987690620288,3324.6,3576.6
3395,0.05,0.6,0.44,1000,3,658.4901132337699,2806.7,3465.1
3396,0.05,0.6,0.44,1000,2,577.606714632057,2918.9,3496.5
3397,0.05,0.6,0.44,1000,1,502.62720640461083,3022.9,3525.5
3398,0.05,0.6,0.44,1000,0,431.93405870916047,3116.9,3548.8
3399,0.05,0.6,0.44,1000,-1,365.48497283862696,3200.3,3565.8
3400,0.05,0.6,0.44,1000,-2,304.71932520136147,3270.7,3575.5
3401,0.05,0.6,0.44,1000,-3,249.99400816532963,3326.3,3576.3
3402,0.05,0.6,0.56,0,3,1507.8066352642556,585.1,2092.9
3403,0.05,0.6,0.56,0,2,1380.8825682768115,687.1,2068.0
3404,0.05,0.6,0.56,0,1,1255.887179388107,791.3,2047.2
3405,0.05,0.6,0.56,0,0,1133.2541124631607,896.3,2029.6
3406,0.05,0.6,0.56,0,-1,1015.4281109094063,1000.0,2015.5
3407,0.05,0.6,0.56,0,-2,903.1519981464139,1099.0,2002.1
3408,0.05,0.6,0.56,0,-3,795.8363815671456,1187.2,1983.1
3409,0.05,0.6,0.56,200,3,1090.8523168994857,1371.0,2461.8
3410,0.05,0.6,0.56,200,2,978.3728086384056,1492.3,2470.7
3411,0.05,0.6,0.56,200,1,870.222938466021,1609.8,2480.0
3412,0.05,0.6,0.56,200,0,769.2525726550015,1721.8,2491.1
3413,0.05,0.6,0.56,200,-1,674.3620499309746,1825.4,2499.8
3414,0.05,0.6,0.56,200,-2,584.7002882349941,1916.8,2501.5
3415,0.05,0.6,0.56,200,-3,501.2568723796911,1989.9,2491.1
3416,0.05,0.6,0.56,400,3,834.7081921382311,2199.8,3034.6
3417,0.05,0.6,0.56,400,2,741.2600167370624,2317.0,3058.2
3418,0.05,0.6,0.56,400,1,651.8712647393968,2427.3,3079.1
3419,0.05,0.6,0.56,400,0,566.4026646552912,2528.8,3095.2
3420,0.05,0.6,0.56,400,-1,488.48495393563195,2617.3,3105.8
3421,0.05,0.6,0.56,400,-2,416.8210674137338,2690.1,3106.9
3422,0.05,0.6,0.56,400,-3,347.9053499011753,2746.7,3094.6
3423,0.05,0.6,0.56,600,3,616.8579113962355,3088.8,3705.7
3424,0.05,0.6,0.56,600,2,536.8818593716534,3198.6,3735.5
3425,0.05,0.6,0.56,600,1,462.58417975504017,3298.8,3761.4
3426,0.05,0.6,0.56,600,0,393.7360741364194,3388.3,3782.0
3427,0.05,0.6,0.56,600,-1,330.7358328950862,3465.9,3796.7
3428,0.05,0.6,0.56,600,-2,271.82430651957776,3529.7,3801.6
3429,0.05,0.6,0.56,600,-3,215.1093739995811,3579.1,3794.2
3430,0.05,0.6,0.56,800,3,519.9005228718337,3535.0,4054.9
3431,0.05,0.6,0.56,800,2,450.2278948977827,3640.7,4090.9
3432,0.05,0.6,0.56,800,1,384.6854160862539,3737.4,4122.1
3433,0.05,0.6,0.56,800,0,325.1120977371604,3823.9,4149.0
3434,0.05,0.6,0.56,800,-1,272.25674781411965,3899.2,4171.5
3435,0.05,0.6,0.56,800,-2,222.39644576675394,3960.3,4182.7
3436,0.05,0.6,0.56,800,-3,175.2406428214404,4007.4,4182.6
3437,0.05,0.6,0.56,1000,3,516.1169501452022,3547.1,4063.2
3438,0.05,0.6,0.56,1000,2,446.53950319478565,3652.7,4099.2
3439,0.05,0.6,0.56,1000,1,381.65933747202575,3749.5,4131.2
3440,0.05,0.6,0.56,1000,0,322.5259896671242,3836.1,4158.6
3441,0.05,0.6,0.56,1000,-1,269.7749986125184,3911.2,4181.0
3442,0.05,0.6,0.56,1000,-2,220.5380875691479,3972.2,4192.8
3443,0.05,0.6,0.56,1000,-3,173.3147538076129,4019.3,4192.6
3444,0.05,0.6,0.68,0,3,1479.9998480093732,639.4,2119.4
3445,0.05,0.6,0.68,0,2,1353.7342283986031,743.8,2097.6
3446,0.05,0.6,0.68,0,1,1229.390555685231,850.0,2079.3
3447,0.05,0.6,0.68,0,0,1107.818781024579,956.6,2064.4
3448,0.05,0.6,0.68,0,-1,991.6017629795696,1061.7,2053.3
3449,0.05,0.6,0.68,0,-2,880.8725853016092,1161.0,2041.9
3450,0.05,0.6,0.68,0,-3,775.3726482752543,1248.8,2024.1
3451,0.05,0.6,0.68,200,3,991.5647683964421,1616.3,2607.8
3452,0.05,0.6,0.68,200,2,884.1253204662934,1737.4,2621.5
3453,0.05,0.6,0.68,200,1,783.520671068779,1854.5,2638.0
3454,0.05,0.6,0.68,200,0,689.535063520375,1965.3,2654.9
3455,0.05,0.6,0.68,200,-1,600.3344150334209,2067.1,2667.5
3456,0.05,0.6,0.68,200,-2,518.5307036973375,2154.8,2673.3
3457,0.05,0.6,0.68,200,-3,443.6641903614144,2223.5,2667.2
3458,0.05,0.6,0.68,400,3,719.7543303943853,2616.9,3336.6
3459,0.05,0.6,0.68,400,2,632.1782990077113,2731.1,3363.3
3460,0.05,0.6,0.68,400,1,550.9350249327538,2837.5,3388.5
3461,0.05,0.6,0.68,400,0,476.9316535830911,2933.7,3410.6
3462,0.05,0.6,0.68,400,-1,406.9161386006938,3015.3,3422.2
3463,0.05,0.6,0.68,400,-2,339.1945150532532,3080.2,3419.4
3464,0.05,0.6,0.68,400,-3,275.62941568969364,3131.1,3406.7
3465,0.05,0.6,0.68,600,3,494.3161364694021,3677.3,4171.6
3466,0.05,0.6,0.68,600,2,425.10786000351123,3781.0,4206.1
3467,0.05,0.6,0.68,600,1,361.014664995109,3875.0,4236.0
3468,0.05,0.6,0.68,600,0,301.6216412038988,3957.8,4259.4
3469,0.05,0.6,0.68,600,-1,245.59703397781126,4027.4,4273.0
3470,0.05,0.6,0.68,600,-2,194.57303648791995,4083.2,4277.8
3471,0.05,0.6,0.68,600,-3,149.4271373646462,4127.3,4276.7
3472,0.05,0.6,0.68,800,3,411.1519172010592,4298.1,4709.3
3473,0.05,0.6,0.68,800,2,352.5133204620406,4397.5,4750.0
3474,0.05,0.6,0.68,800,1,298.80771183182344,4487.7,4786.5
3475,0.05,0.6,0.68,800,0,249.08061539997655,4567.2,4816.3
3476,0.05,0.6,0.68,800,-1,202.2840991608502,4634.1,4836.4
3477,0.05,0.6,0.68,800,-2,159.0506703804376,4687.1,4846.1
3478,0.05,0.6,0.68,800,-3,122.2159083925097,4728.8,4851.0
3479,0.05,0.6,0.68,1000,3,407.935235942965,4315.0,4722.9
3480,0.05,0.6,0.68,1000,2,349.4223973518399,4414.4,4763.8
3481,0.05,0.6,0.68,1000,1,296.2418272022722,4504.6,4800.8
3482,0.05,0.6,0.68,1000,0,246.78998090719554,4584.0,4830.8
3483,0.05,0.6,0.68,1000,-1,200.18108978058407,4650.9,4851.1
3484,0.05,0.6,0.68,1000,-2,158.0621274651973,4703.9,4861.9
3485,0.05,0.6,0.68,1000,-3,121.00616571773197,4745.6,4866.6
3486,0.05,0.6,0.8,0,3,1454.4611684547795,691.3,2145.7
3487,0.05,0.6,0.8,0,2,1328.741721841531,797.6,2126.3
3488,0.05,0.6,0.8,0,1,1205.042571767799,905.7,2110.8
3489,0.05,0.6,0.8,0,0,1084.6710559801738,1013.6,2098.2
3490,0.05,0.6,0.8,0,-1,970.2627468518674,1119.5,2089.8
3491,0.05,0.6,0.8,0,-2,860.7222809925983,1219.1,2079.8
3492,0.05,0.6,0.8,0,-3,757.286660603578,1306.2,2063.5
3493,0.05,0.6,0.8,200,3,903.5536357780638,1850.3,2753.9
3494,0.05,0.6,0.8,200,2,803.2805100507053,1971.4,2774.7
3495,0.05,0.6,0.8,200,1,709.5781474388191,2088.1,2797.7
3496,0.05,0.6,0.8,200,0,620.8329445926934,2197.8,2818.7
3497,0.05,0.6,0.8,200,-1,539.7960630264676,2297.3,2837.1
3498,0.05,0.6,0.8,200,-2,464.6690456539681,2381.1,2845.8
3499,0.05,0.6,0.8,200,-3,392.2432843778951,2445.3,2837.6
3500,0.05,0.6,0.8,400,3,621.3942578584545,3011.8,3633.2
3501,0.05,0.6,0.8,400,2,543.1952923744248,3123.0,3666.2
3502,0.05,0.6,0.8,400,1,470.8601233853518,3225.4,3696.3
3503,0.05,0.6,0.8,400,0,401.8134821622779,3315.0,3716.8
3504,0.05,0.6,0.8,400,-1,335.26638450652825,3389.7,3725.0
3505,0.05,0.6,0.8,400,-2,273.06212782204454,3448.7,3721.7
3506,0.05,0.6,0.8,400,-3,216.35615295389442,3495.2,3711.6
3507,0.05,0.6,0.8,600,3,398.42923867073364,4235.6,4634.0
3508,0.05,0.6,0.8,600,2,337.81407418746636,4333.7,4671.5
3509,0.05,0.6,0.8,600,1,280.9730460389462,4421.4,4702.4
3510,0.05,0.6,0.8,600,0,229.46678118804434,4497.2,4726.6
3511,0.05,0.6,0.8,600,-1,182.48713892792162,4559.8,4742.3
3512,0.05,0.6,0.8,600,-2,141.18946926023824,4609.7,4750.9
3513,0.05,0.6,0.8,600,-3,104.80720459290609,4649.9,4754.8
3514,0.05,0.6,0.8,800,3,333.7121235235197,5050.5,5384.2
3515,0.05,0.6,0.8,800,2,281.5397911563272,5143.0,5424.5
3516,0.05,0.6,0.8,800,1,233.3993973766468,5226.1,5459.5
3517,0.05,0.6,0.8,800,0,190.75532069875766,5297.7,5488.5
3518,0.05,0.6,0.8,800,-1,151.8786712887851,5356.4,5508.3
3519,0.05,0.6,0.8,800,-2,117.18718764968747,5403.7,5520.8
3520,0.05,0.6,0.8,800,-3,88.96280330164558,5442.0,5530.9
3521,0.05,0.6,0.8,1000,3,333.4465707038666,5081.4,5414.8
3522,0.05,0.6,0.8,1000,2,281.32226638270845,5173.6,5454.9
3523,0.05,0.6,0.8,1000,1,233.19096231057978,5256.5,5489.7
3524,0.05,0.6,0.8,1000,0,190.68203906439874,5328.1,5518.8
3525,0.05,0.6,0.8,1000,-1,151.75716474438588,5386.6,5538.3
3526,0.05,0.6,0.8,1000,-2,117.18019546499465,5432.6,5549.8
3527,0.05,0.6,0.8,1000,-3,88.9586349033978,5469.8,5558.8
3528,0.1,2.4,0.2,0,3,3324.093977146602,240.4,3564.5
3529,0.1,2.4,0.2,0,2,3107.217011529211,328.0,3435.2
3530,0.1,2.4,0.2,0,1,2891.6708769296106,427.4,3319.1
3531,0.1,2.4,0.2,0,0,2678.282106760292,529.2,3207.4
3532,0.1,2.4,0.2,0,-1,2467.359101371141,634.5,3101.8
3533,0.1,2.4,0.2,0,-2,2261.234368590515,741.7,3002.9
3534,0.1,2.4,0.2,0,-3,2058.574634859451,844.0,2902.5
3535,0.1,2.4,0.2,200,3,3267.466064675134,315.5,3582.9
3536,0.1,2.4,0.2,200,2,3051.2359036007374,418.6,3469.8
3537,0.1,2.4,0.2,200,1,2836.525930994425,527.3,3363.9
3538,0.1,2.4,0.2,200,0,2623.717128154133,643.1,3266.8
3539,0.1,2.4,0.2,200,-1,2414.179381333368,760.6,3174.8
3540,0.1,2.4,0.2,200,-2,2209.0516842151146,877.8,3086.9
3541,0.1,2.4,0.2,200,-3,2006.8809906417375,983.5,2990.4
3542,0.1,2.4,0.2,400,3,3171.0161932456963,461.2,3632.2
3543,0.1,2.4,0.2,400,2,2955.4472477718396,574.7,3530.2
3544,0.1,2.4,0.2,400,1,2741.4352044401944,694.0,3435.5
3545,0.1,2.4,0.2,400,0,2530.1870067292325,821.7,3351.9
3546,0.1,2.4,0.2,400,-1,2322.8532994487928,947.7,3270.5
3547,0.1,2.4,0.2,400,-2,2118.4767259419295,1064.8,3183.2
3548,0.1,2.4,0.2,400,-3,1917.872391577732,1166.5,3084.4
3549,0.1,2.4,0.2,600,3,3042.4580536614685,662.4,3704.9
3550,0.1,2.4,0.2,600,2,2829.205508506811,786.0,3615.2
3551,0.1,2.4,0.2,600,1,2617.8333397622396,913.7,3531.5
3552,0.1,2.4,0.2,600,0,2410.8895019866595,1046.5,3457.4
3553,0.1,2.4,0.2,600,-1,2207.2479546166464,1175.7,3382.9
3554,0.1,2.4,0.2,600,-2,2006.3148580018567,1295.9,3302.2
3555,0.1,2.4,0.2,600,-3,1810.35600474175,1399.6,3210.0
3556,0.1,2.4,0.2,800,3,2939.215199379915,779.8,3719.0
3557,0.1,2.4,0.2,800,2,2729.3605698986844,906.9,3636.2
3558,0.1,2.4,0.2,800,1,2521.5267618566736,1036.9,3558.4
3559,0.1,2.4,0.2,800,0,2317.610118873322,1172.9,3490.5
3560,0.1,2.4,0.2,800,-1,2116.934374103837,1301.4,3418.3
3561,0.1,2.4,0.2,800,-2,1919.2794495433798,1421.8,3341.1
3562,0.1,2.4,0.2,800,-3,1727.2945452056188,1525.8,3253.1
3563,0.1,2.4,0.2,1000,3,2934.1358010907024,780.4,3714.6
3564,0.1,2.4,0.2,1000,2,2724.31536889764,907.5,3631.8
3565,0.1,2.4,0.2,1000,1,2516.84254110295,1037.5,3554.3
3566,0.1,2.4,0.2,1000,0,2313.1123670895504,1173.5,3486.6
3567,0.1,2.4,0.2,1000,-1,2112.495490642835,1302.0,3414.5
3568,0.1,2.4,0.2,1000,-2,1915.1391755322004,1422.4,3337.6
3569,0.1,2.4,0.2,1000,-3,1723.1294169585492,1526.4,3249.5
3570,0.1,2.4,0.32,0,3,3279.1325415401648,293.0,3572.2
3571,0.1,2.4,0.32,0,2,3063.035045933161,388.7,3451.7
3572,0.1,2.4,0.32,0,1,2848.2617619666157,491.6,3339.8
3573,0.1,2.4,0.32,0,0,2635.722556311042,598.1,3233.8
3574,0.1,2.4,0.32,0,-1,2426.0810167485724,707.6,3133.7
3575,0.1,2.4,0.32,0,-2,2221.1731974946947,819.7,3040.9
3576,0.1,2.4,0.32,0,-3,2019.478419265351,923.2,2942.7
3577,0.1,2.4,0.32,200,3,3115.099012018193,479.3,3594.4
3578,0.1,2.4,0.32,200,2,2901.4233088072306,599.5,3500.9
3579,0.1,2.4,0.32,200,1,2689.2377064282114,726.1,3415.3
3580,0.1,2.4,0.32,200,0,2480.051952860258,856.3,3336.4
3581,0.1,2.4,0.32,200,-1,2274.8971673043925,988.4,3263.3
3582,0.1,2.4,0.32,200,-2,2072.0762141683504,1111.7,3183.8
3583,0.1,2.4,0.32,200,-3,1874.4603993127682,1219.3,3093.7
3584,0.1,2.4,0.32,400,3,2945.872206145687,785.0,3730.9
3585,0.1,2.4,0.32,400,2,2735.0867349164137,927.2,3662.2
3586,0.1,2.4,0.32,400,1,2526.469518759099,1068.8,3595.3
3587,0.1,2.4,0.32,400,0,2320.5429087956068,1206.5,3527.1
3588,0.1,2.4,0.32,400,-1,2117.70437031349,1339.5,3457.3
3589,0.1,2.4,0.32,400,-2,1918.1588355607398,1463.7,3381.8
3590,0.1,2.4,0.32,400,-3,1725.5746180346052,1570.1,3295.7
3591,0.1,2.4,0.32,600,3,2739.285158259917,1182.2,3921.4
3592,0.1,2.4,0.32,600,2,2534.443348607901,1337.6,3872.0
3593,0.1,2.4,0.32,600,1,2331.6002431130833,1489.3,3820.9
3594,0.1,2.4,0.32,600,0,2131.3882966207316,1632.8,3764.2
3595,0.1,2.4,0.32,600,-1,1934.3603604980601,1765.0,3699.4
3596,0.1,2.4,0.32,600,-2,1742.3471224358343,1883.5,3625.9
3597,0.1,2.4,0.32,600,-3,1559.0598520281712,1983.2,3542.3
3598,0.1,2.4,0.32,800,3,2583.7186685708975,1400.9,3984.6
3599,0.1,2.4,0.32,800,2,2383.321480365969,1557.4,3940.7
3600,0.1,2.4,0.32,800,1,2185.455574749218,1708.3,3893.8
3601,0.1,2.4,0.32,800,0,1992.4100462563097,1850.1,3842.5
3602,0.1,2.4,0.32,800,-1,1804.073025073576,1980.4,3784.5
3603,0.1,2.4,0.32,800,-2,1621.592358923155,2098.1,3719.7
3604,0.1,2.4,0.32,800,-3,1450.325104227105,2197.0,3647.3
3605,0.1,2.4,0.32,1000,3,2576.3944189515473,1402.0,3978.4
3606,0.1,2.4,0.32,1000,2,2376.1192227981624,1558.5,3934.6
3607,0.1,2.4,0.32,1000,1,2178.80587422444,1709.4,3888.2
3608,0.1,2.4,0.32,1000,0,1985.8681447089568,1851.2,3837.0
3609,0.1,2.4,0.32,1000,-1,1798.1794454281812,1981.5,3779.6
3610,0.1,2.4,0.32,1000,-2,1616.624571967508,2099.2,3715.8
3611,0.1,2.4,0.32,1000,-3,1445.6070683659866,2198.0,3643.7
3612,0.1,2.4,0.44,0,3,3241.897714392714,339.7,3581.6
3613,0.1,2.4,0.44,0,2,3026.480171631693,441.2,3467.7
3614,0.1,2.4,0.44,0,1,2812.349697475432,546.8,3359.1
3615,0.1,2.4,0.44,0,0,2600.51180046144,656.6,3257.1
3616,0.1,2.4,0.44,0,-1,2392.13411547608,770.6,3162.8
3617,0.1,2.4,0.44,0,-2,2187.9704933958833,885.7,3073.7
3618,0.1,2.4,0.44,0,-3,1987.540335520979,989.3,2976.8
3619,0.1,2.4,0.44,200,3,2976.7503729318887,658.4,3635.1
3620,0.1,2.4,0.44,200,2,2765.3979589705227,793.6,3559.0
3621,0.1,2.4,0.44,200,1,2556.654676469634,934.6,3491.2
3622,0.1,2.4,0.44,200,0,2351.004421860204,1077.9,3428.9
3623,0.1,2.4,0.44,200,-1,2147.835960024799,1215.3,3363.2
