,Insulation thickness (m),Window U-value (W/m2K),Window SHGC (ratio),Shading control (W/m2),Thermostat settings offset (C),Heating energy (kWh),Cooling energy (kWh),Total energy (kWh) 
5389,0.2,2.4,0.44,200,-3,1661.018653754762,1445.3,3106.3
5390,0.2,2.4,0.44,400,3,2603.9380096003406,1162.8,3766.7
5391,0.2,2.4,0.44,400,2,2404.5505019391553,1310.9,3715.4
5392,0.2,2.4,0.44,400,1,2207.4311244347628,1462.8,3670.3
5393,0.2,2.4,0.44,400,0,2013.1899120197866,1610.3,3623.5
5394,0.2,2.4,0.44,400,-1,1822.2909096891913,1746.3,3568.6
5395,0.2,2.4,0.44,400,-2,1638.8105975331114,1864.5,3503.3
5396,0.2,2.4,0.44,400,-3,1464.50623338683,1960.3,3424.8
5397,0.2,2.4,0.44,600,3,2331.412502850148,1782.9,4114.3
5398,0.2,2.4,0.44,600,2,2139.366340374766,1939.5,4078.9
5399,0.2,2.4,0.44,600,1,1950.2003694903244,2087.7,4037.9
5400,0.2,2.4,0.44,600,0,1765.157068524809,2226.1,3991.3
5401,0.2,2.4,0.44,600,-1,1586.6418222286309,2350.2,3936.9
5402,0.2,2.4,0.44,600,-2,1419.3106549264853,2458.9,3878.2
5403,0.2,2.4,0.44,600,-3,1260.3315974048353,2547.1,3807.4
5404,0.2,2.4,0.44,800,3,2138.752536505777,2097.1,4235.8
5405,0.2,2.4,0.44,800,2,1957.3304552974964,2251.4,4208.7
5406,0.2,2.4,0.44,800,1,1780.3206962673182,2397.0,4177.3
5407,0.2,2.4,0.44,800,0,1608.8676808154505,2532.4,4141.3
5408,0.2,2.4,0.44,800,-1,1443.5100814702946,2654.9,4098.4
5409,0.2,2.4,0.44,800,-2,1286.2916740002477,2760.8,4047.1
5410,0.2,2.4,0.44,800,-3,1138.261040640146,2846.3,3984.6
5411,0.2,2.4,0.44,1000,3,2131.0061281434055,2098.6,4229.6
5412,0.2,2.4,0.44,1000,2,1950.263856639056,2252.9,4203.2
5413,0.2,2.4,0.44,1000,1,1773.4582537125389,2398.5,4171.9
5414,0.2,2.4,0.44,1000,0,1602.3788542068635,2533.9,4136.3
5415,0.2,2.4,0.44,1000,-1,1437.4788715755153,2656.4,4093.8
5416,0.2,2.4,0.44,1000,-2,1281.2734559591593,2762.3,4043.6
5417,0.2,2.4,0.44,1000,-3,1133.3765360667767,2847.8,3981.2
5418,0.2,2.4,0.56,0,3,3070.6253245065113,379.7,3450.3
5419,0.2,2.4,0.56,0,2,2863.0200069371986,482.6,3345.6
5420,0.2,2.4,0.56,0,1,2656.9171658135197,589.1,3246.0
5421,0.2,2.4,0.56,0,0,2452.9575463183396,699.7,3152.6
5422,0.2,2.4,0.56,0,-1,2253.7150106520203,815.8,3069.5
5423,0.2,2.4,0.56,0,-2,2057.665224740437,930.0,2987.7
5424,0.2,2.4,0.56,0,-3,1865.3608500652358,1032.0,2897.3
5425,0.2,2.4,0.56,200,3,2712.99039274795,850.3,3563.3
5426,0.2,2.4,0.56,200,2,2511.821517087857,996.7,3508.6
5427,0.2,2.4,0.56,200,1,2313.146699789915,1145.5,3458.6
5428,0.2,2.4,0.56,200,0,2116.8592911697424,1292.1,3409.0
5429,0.2,2.4,0.56,200,-1,1924.2741922968237,1435.2,3359.5
5430,0.2,2.4,0.56,200,-2,1736.93758826885,1563.7,3300.6
5431,0.2,2.4,0.56,200,-3,1557.1490338844749,1670.7,3227.8
5432,0.2,2.4,0.56,400,3,2422.5836696047613,1532.2,3954.8
5433,0.2,2.4,0.56,400,2,2226.8589877801314,1696.5,3923.3
5434,0.2,2.4,0.56,400,1,2033.727111815093,1854.6,3888.4
5435,0.2,2.4,0.56,400,0,1843.412425655376,2002.6,3846.1
5436,0.2,2.4,0.56,400,-1,1660.8316342003502,2134.2,3795.0
5437,0.2,2.4,0.56,400,-2,1487.6320493847745,2244.3,3731.9
5438,0.2,2.4,0.56,400,-3,1322.0733731081737,2332.6,3654.7
5439,0.2,2.4,0.56,600,3,2091.446020476405,2350.0,4441.4
5440,0.2,2.4,0.56,600,2,1906.188201601444,2508.0,4414.2
5441,0.2,2.4,0.56,600,1,1725.679422107614,2655.5,4381.2
5442,0.2,2.4,0.56,600,0,1553.2231451276946,2790.1,4343.3
5443,0.2,2.4,0.56,600,-1,1391.2955924302357,2908.8,4300.1
5444,0.2,2.4,0.56,600,-2,1237.5769987948588,3009.4,4247.0
5445,0.2,2.4,0.56,600,-3,1090.6237431911925,3089.8,4180.4
5446,0.2,2.4,0.56,800,3,1883.1786438223642,2758.6,4641.8
5447,0.2,2.4,0.56,800,2,1713.664405144785,2913.2,4626.9
5448,0.2,2.4,0.56,800,1,1548.215949117942,3057.3,4605.5
5449,0.2,2.4,0.56,800,0,1389.0692045879953,3188.8,4577.9
5450,0.2,2.4,0.56,800,-1,1238.4475783022494,3304.7,4543.1
5451,0.2,2.4,0.56,800,-2,1095.6638066030036,3402.6,4498.3
5452,0.2,2.4,0.56,800,-3,959.7871023064596,3480.8,4440.6
5453,0.2,2.4,0.56,1000,3,1875.2543224621527,2760.6,4635.9
5454,0.2,2.4,0.56,1000,2,1706.4021137023353,2915.1,4621.5
5455,0.2,2.4,0.56,1000,1,1541.4839670366362,3059.2,4600.7
5456,0.2,2.4,0.56,1000,0,1382.8747303723942,3190.7,4573.6
5457,0.2,2.4,0.56,1000,-1,1232.2531036839273,3306.7,4538.9
5458,0.2,2.4,0.56,1000,-2,1089.3049758428356,3404.6,4493.9
5459,0.2,2.4,0.56,1000,-3,953.7001051129158,3482.7,4436.4
5460,0.2,2.4,0.68,0,3,3042.084531454393,419.4,3461.5
5461,0.2,2.4,0.68,0,2,2834.893618910878,524.3,3359.2
5462,0.2,2.4,0.68,0,1,2629.1395986089265,633.8,3262.9
5463,0.2,2.4,0.68,0,0,2426.1941547423394,747.5,3173.7
5464,0.2,2.4,0.68,0,-1,2227.6360924762685,866.8,3094.4
5465,0.2,2.4,0.68,0,-2,2032.261013242027,982.0,3014.3
5466,0.2,2.4,0.68,0,-3,1840.842236216311,1084.4,2925.3
5467,0.2,2.4,0.68,200,3,2597.1204157906873,1049.0,3646.1
5468,0.2,2.4,0.68,200,2,2398.457941143665,1203.7,3602.1
5469,0.2,2.4,0.68,200,1,2202.068644895909,1360.7,3562.7
5470,0.2,2.4,0.68,200,0,2007.9248378740865,1514.9,3522.8
5471,0.2,2.4,0.68,200,-1,1818.995540006177,1659.4,3478.4
5472,0.2,2.4,0.68,200,-2,1636.6795982915999,1785.7,3422.4
5473,0.2,2.4,0.68,200,-3,1462.0423168205402,1888.8,3350.9
5474,0.2,2.4,0.68,400,3,2254.1163034215547,1922.0,4176.1
5475,0.2,2.4,0.68,400,2,2062.0444510278107,2087.5,4149.6
5476,0.2,2.4,0.68,400,1,1872.6895254058286,2244.2,4116.9
5477,0.2,2.4,0.68,400,0,1690.6280579778452,2386.1,4076.7
5478,0.2,2.4,0.68,400,-1,1518.0074415862932,2509.7,4027.8
5479,0.2,2.4,0.68,400,-2,1352.1628315861494,2612.0,3964.2
5480,0.2,2.4,0.68,400,-3,1196.782264583495,2693.5,3890.3
5481,0.2,2.4,0.68,600,3,1877.1428872737904,2914.3,4791.5
5482,0.2,2.4,0.68,600,2,1702.7693939519927,3069.0,4771.7
5483,0.2,2.4,0.68,600,1,1535.976892998425,3210.3,4746.3
5484,0.2,2.4,0.68,600,0,1377.7317350894375,3337.5,4715.2
5485,0.2,2.4,0.68,600,-1,1227.4313075776297,3448.1,4675.5
5486,0.2,2.4,0.68,600,-2,1082.6651137723,3539.7,4622.3
5487,0.2,2.4,0.68,600,-3,944.219001020842,3612.9,4557.2
5488,0.2,2.4,0.68,800,3,1666.9906537396635,3404.8,5071.8
5489,0.2,2.4,0.68,800,2,1507.0724364872385,3554.4,5061.4
5490,0.2,2.4,0.68,800,1,1354.1576829850687,3692.8,5047.0
5491,0.2,2.4,0.68,800,0,1208.389906991158,3816.2,5024.6
5492,0.2,2.4,0.68,800,-1,1068.3739551316946,3923.8,4992.2
5493,0.2,2.4,0.68,800,-2,936.0624583296909,4012.7,4948.7
5494,0.2,2.4,0.68,800,-3,814.0635220357441,4084.1,4898.2
5495,0.2,2.4,0.68,1000,3,1659.003795385698,3407.2,5066.2
5496,0.2,2.4,0.68,1000,2,1499.5095990318532,3556.8,5056.3
5497,0.2,2.4,0.68,1000,1,1346.559987822561,3695.2,5041.8
5498,0.2,2.4,0.68,1000,0,1200.6915765986637,3818.6,5019.3
5499,0.2,2.4,0.68,1000,-1,1061.2509509875313,3926.2,4987.4
5500,0.2,2.4,0.68,1000,-2,929.2272003424606,4015.0,4944.2
5501,0.2,2.4,0.68,1000,-3,808.047770894393,4086.4,4894.5
5502,0.2,2.4,0.8,0,3,3015.44465388544,457.5,3473.0
5503,0.2,2.4,0.8,0,2,2808.5878445281137,564.6,3373.2
5504,0.2,2.4,0.8,0,1,2603.2735996254582,676.6,3279.8
5505,0.2,2.4,0.8,0,0,2401.250122808035,793.8,3195.1
5506,0.2,2.4,0.8,0,-1,2203.288349775805,915.5,3118.8
5507,0.2,2.4,0.8,0,-2,2008.6484212538617,1031.4,3040.1
5508,0.2,2.4,0.8,0,-3,1817.9219615194859,1134.2,2952.2
5509,0.2,2.4,0.8,200,3,2490.4288376428053,1248.0,3738.4
5510,0.2,2.4,0.8,200,2,2293.821566911411,1412.7,3706.5
5511,0.2,2.4,0.8,200,1,2099.2425861889315,1575.3,3674.6
5512,0.2,2.4,0.8,200,0,1908.265045418578,1731.9,3640.1
5513,0.2,2.4,0.8,200,-1,1723.3421657418767,1875.3,3598.6
5514,0.2,2.4,0.8,200,-2,1545.9348068177494,1998.1,3544.1
5515,0.2,2.4,0.8,200,-3,1376.7315611969466,2096.7,3473.4
5516,0.2,2.4,0.8,400,3,2100.0490765650716,2296.9,4396.9
5517,0.2,2.4,0.8,400,2,1911.731420627029,2461.2,4372.9
5518,0.2,2.4,0.8,400,1,1730.0637371311382,2613.0,4343.1
5519,0.2,2.4,0.8,400,0,1557.2892163331417,2749.3,4306.6
5520,0.2,2.4,0.8,400,-1,1391.0141705745948,2865.5,4256.5
5521,0.2,2.4,0.8,400,-2,1234.861686761855,2961.1,4196.0
5522,0.2,2.4,0.8,400,-3,1087.187645539724,3037.2,4124.4
5523,0.2,2.4,0.8,600,3,1694.3214823923543,3451.7,5146.0
5524,0.2,2.4,0.8,600,2,1532.4556265472756,3600.8,5133.2
5525,0.2,2.4,0.8,600,1,1375.9329105958532,3735.9,5111.8
5526,0.2,2.4,0.8,600,0,1228.4286805285533,3856.1,5084.5
5527,0.2,2.4,0.8,600,-1,1084.770882943889,3959.4,5044.1
5528,0.2,2.4,0.8,600,-2,948.4677656803493,4043.9,4992.4
5529,0.2,2.4,0.8,600,-3,824.7973143444997,4110.8,4935.5
5530,0.2,2.4,0.8,800,3,1482.1308429604205,4019.3,5501.4
5531,0.2,2.4,0.8,800,2,1333.7003476901473,4164.1,5497.8
5532,0.2,2.4,0.8,800,1,1191.3093969570286,4295.3,5486.6
5533,0.2,2.4,0.8,800,0,1056.2666970061487,4412.2,5468.5
5534,0.2,2.4,0.8,800,-1,928.3388406835799,4512.4,5440.7
5535,0.2,2.4,0.8,800,-2,809.3829214973849,4594.2,5403.6
5536,0.2,2.4,0.8,800,-3,697.3683389686112,4659.0,5356.4
5537,0.2,2.4,0.8,1000,3,1473.5704056052975,4024.3,5497.8
5538,0.2,2.4,0.8,1000,2,1325.3161256767703,4168.7,5494.0
5539,0.2,2.4,0.8,1000,1,1183.189279347038,4299.6,5482.8
5540,0.2,2.4,0.8,1000,0,1049.0720854738172,4416.3,5465.4
5541,0.2,2.4,0.8,1000,-1,922.0818545089413,4516.2,5438.3
5542,0.2,2.4,0.8,1000,-2,803.5426103110078,4598.0,5401.5
5543,0.2,2.4,0.8,1000,-3,692.5574552979631,4662.7,5355.2
5544,0.2,2.1,0.2,0,3,2905.7920769182783,245.7,3151.5
5545,0.2,2.1,0.2,0,2,2710.5737056560647,331.8,3042.4
5546,0.2,2.1,0.2,0,1,2516.968786188692,427.1,2944.1
5547,0.2,2.1,0.2,0,0,2325.360703753248,525.1,2850.5
5548,0.2,2.1,0.2,0,-1,2136.719674084573,627.7,2764.4
5549,0.2,2.1,0.2,0,-2,1952.3701326097296,732.5,2684.9
5550,0.2,2.1,0.2,0,-3,1771.865946822506,829.9,2601.8
5551,0.2,2.1,0.2,200,3,2835.057073612377,336.5,3171.6
5552,0.2,2.1,0.2,200,2,2640.7736305454496,436.5,3077.3
5553,0.2,2.1,0.2,200,1,2448.119382413209,544.4,2992.5
5554,0.2,2.1,0.2,200,0,2257.47283157046,656.9,2914.4
5555,0.2,2.1,0.2,200,-1,2071.124006472277,772.7,2843.8
5556,0.2,2.1,0.2,200,-2,1887.3533471841492,884.7,2772.0
5557,0.2,2.1,0.2,200,-3,1708.1536492997627,984.8,2693.0
5558,0.2,2.1,0.2,400,3,2733.4899241816174,496.2,3229.7
5559,0.2,2.1,0.2,400,2,2540.1107861932887,607.7,3147.9
5560,0.2,2.1,0.2,400,1,2348.5867163293788,728.2,3076.8
5561,0.2,2.1,0.2,400,0,2160.5193159515393,852.1,3012.7
5562,0.2,2.1,0.2,400,-1,1975.5052602306716,971.7,2947.2
5563,0.2,2.1,0.2,400,-2,1793.0831764343861,1082.9,2876.0
5564,0.2,2.1,0.2,400,-3,1616.099404038502,1182.4,2798.5
5565,0.2,2.1,0.2,600,3,2601.715597735122,713.4,3315.1
5566,0.2,2.1,0.2,600,2,2410.4735487367884,833.5,3243.9
5567,0.2,2.1,0.2,600,1,2223.5276675421846,961.2,3184.7
5568,0.2,2.1,0.2,600,0,2039.3766261218611,1090.7,3130.1
5569,0.2,2.1,0.2,600,-1,1857.8566666657389,1214.4,3072.2
5570,0.2,2.1,0.2,600,-2,1679.8716422302452,1328.6,3008.5
5571,0.2,2.1,0.2,600,-3,1507.406324888453,1428.2,2935.6
5572,0.2,2.1,0.2,800,3,2497.774632232162,836.1,3333.8
5573,0.2,2.1,0.2,800,2,2310.991074968508,960.2,3271.2
5574,0.2,2.1,0.2,800,1,2126.9453860556596,1091.5,3218.4
5575,0.2,2.1,0.2,800,0,1945.952349946923,1221.6,3167.5
5576,0.2,2.1,0.2,800,-1,1767.6804578646945,1345.2,3112.9
5577,0.2,2.1,0.2,800,-2,1593.4105109590705,1458.9,3052.3
5578,0.2,2.1,0.2,800,-3,1427.7542933891566,1557.2,2984.9
5579,0.2,2.1,0.2,1000,3,2492.6676853590684,836.7,3329.4
5580,0.2,2.1,0.2,1000,2,2306.2271530424296,960.8,3267.0
5581,0.2,2.1,0.2,1000,1,2122.2569275205087,1092.1,3214.3
5582,0.2,2.1,0.2,1000,0,1941.3427144429822,1222.2,3163.5
5583,0.2,2.1,0.2,1000,-1,1763.3336176419414,1345.8,3109.1
5584,0.2,2.1,0.2,1000,-2,1589.0310693882052,1459.5,3048.5
5585,0.2,2.1,0.2,1000,-3,1423.5682113906712,1557.8,2981.4
5586,0.2,2.1,0.32,0,3,2860.318474377259,302.5,3162.8
5587,0.2,2.1,0.32,0,2,2665.8703861952195,396.4,3062.2
5588,0.2,2.1,0.32,0,1,2472.9445328122374,494.4,2967.4
5589,0.2,2.1,0.32,0,0,2282.3314205156553,597.6,2880.0
5590,0.2,2.1,0.32,0,-1,2095.2671579550665,705.2,2800.4
5591,0.2,2.1,0.32,0,-2,1911.9516477569207,813.7,2725.6
5592,0.2,2.1,0.32,0,-3,1732.7447115600833,912.1,2644.9
5593,0.2,2.1,0.32,200,3,2682.7752584911896,515.4,3198.2
5594,0.2,2.1,0.32,200,2,2491.0411964389796,634.3,3125.4
5595,0.2,2.1,0.32,200,1,2301.117353711493,757.9,3059.0
5596,0.2,2.1,0.32,200,0,2114.874076685997,885.6,3000.4
5597,0.2,2.1,0.32,200,-1,1931.307206496149,1010.4,2941.7
5598,0.2,2.1,0.32,200,-2,1751.694639086157,1128.0,2879.7
5599,0.2,2.1,0.32,200,-3,1576.82777227072,1233.6,2810.5
5600,0.2,2.1,0.32,400,3,2509.4794067078096,851.2,3360.7
5601,0.2,2.1,0.32,400,2,2321.2259317225353,986.7,3307.9
5602,0.2,2.1,0.32,400,1,2134.60489783457,1120.8,3255.4
5603,0.2,2.1,0.32,400,0,1951.2825416089136,1253.6,3204.9
5604,0.2,2.1,0.32,400,-1,1770.5689721027218,1383.4,3154.0
5605,0.2,2.1,0.32,400,-2,1595.7901993266805,1501.4,3097.2
5606,0.2,2.1,0.32,400,-3,1428.1580781533312,1601.0,3029.1
5607,0.2,2.1,0.32,600,3,2302.2872416636555,1272.0,3574.3
5608,0.2,2.1,0.32,600,2,2119.3511322774857,1420.1,3539.4
5609,0.2,2.1,0.32,600,1,1938.7420571026676,1562.8,3501.6
5610,0.2,2.1,0.32,600,0,1761.449642905837,1698.6,3460.0
5611,0.2,2.1,0.32,600,-1,1588.3855845037392,1822.6,3411.0
5612,0.2,2.1,0.32,600,-2,1423.2130329110164,1932.7,3355.9
5613,0.2,2.1,0.32,600,-3,1267.2639559133984,2025.6,3292.9
5614,0.2,2.1,0.32,800,3,2147.7408691036176,1497.7,3645.5
5615,0.2,2.1,0.32,800,2,1971.054801715567,1645.6,3616.6
5616,0.2,2.1,0.32,800,1,1797.5502114991732,1787.1,3584.6
5617,0.2,2.1,0.32,800,0,1628.6003460823054,1920.4,3549.0
5618,0.2,2.1,0.32,800,-1,1466.2389500722913,2042.3,3508.6
5619,0.2,2.1,0.32,800,-2,1312.1222367814107,2152.0,3464.1
5620,0.2,2.1,0.32,800,-3,1164.6103749649192,2243.4,3408.0
5621,0.2,2.1,0.32,1000,3,2140.689080087514,1498.8,3639.5
5622,0.2,2.1,0.32,1000,2,1964.2169511722273,1646.7,3610.9
5623,0.2,2.1,0.32,1000,1,1791.1970115953268,1788.1,3579.3
5624,0.2,2.1,0.32,1000,0,1623.0715356402388,1921.5,3544.6
5625,0.2,2.1,0.32,1000,-1,1461.1802797871,2043.4,3504.6
5626,0.2,2.1,0.32,1000,-2,1307.1204775324336,2153.0,3460.2
5627,0.2,2.1,0.32,1000,-3,1160.0017715821596,2244.5,3404.5
5628,0.2,2.1,0.44,0,3,2822.636996488168,352.7,3175.4
5629,0.2,2.1,0.44,0,2,2628.8208001177204,450.9,3079.7
5630,0.2,2.1,0.44,0,1,2436.493638542818,553.0,2989.5
5631,0.2,2.1,0.44,0,0,2246.518349406057,659.7,2906.2
5632,0.2,2.1,0.44,0,-1,2061.054468965102,771.6,2832.6
5633,0.2,2.1,0.44,0,-2,1878.6993242977508,881.9,2760.6
5634,0.2,2.1,0.44,0,-3,1700.3431753563168,981.2,2681.5
5635,0.2,2.1,0.44,200,3,2544.4571630760665,711.0,3255.5
5636,0.2,2.1,0.44,200,2,2355.5318858024725,844.0,3199.5
5637,0.2,2.1,0.44,200,1,2169.1704654691557,980.9,3150.0
5638,0.2,2.1,0.44,200,0,1985.5342676584548,1116.1,3101.7
5639,0.2,2.1,0.44,200,-1,1805.3372181078953,1249.0,3054.4
5640,0.2,2.1,0.44,200,-2,1629.7210253372616,1373.0,3002.7
5641,0.2,2.1,0.44,200,-3,1460.7749495332,1477.6,2938.4
5642,0.2,2.1,0.44,400,3,2308.2223046639415,1234.5,3542.8
5643,0.2,2.1,0.44,400,2,2123.7962963255127,1383.1,3506.9
5644,0.2,2.1,0.44,400,1,1941.6401076539382,1531.7,3473.3
5645,0.2,2.1,0.44,400,0,1762.2558948118453,1673.5,3435.8
5646,0.2,2.1,0.44,400,-1,1589.4192917868222,1803.5,3392.9
5647,0.2,2.1,0.44,400,-2,1424.6171411334183,1915.3,3339.9
5648,0.2,2.1,0.44,400,-3,1267.624053647177,2004.9,3272.6
5649,0.2,2.1,0.44,600,3,2036.429806418029,1875.0,3911.5
5650,0.2,2.1,0.44,600,2,1860.0650140925927,2025.1,3885.1
5651,0.2,2.1,0.44,600,1,1687.2064642028074,2167.7,3854.9
5652,0.2,2.1,0.44,600,0,1519.8793541907646,2299.3,3819.2
5653,0.2,2.1,0.44,600,-1,1363.2067725194238,2417.7,3780.9
5654,0.2,2.1,0.44,600,-2,1213.652566211757,2520.2,3733.9
5655,0.2,2.1,0.44,600,-3,1073.0019056530155,2603.2,3676.2
5656,0.2,2.1,0.44,800,3,1853.3049000922688,2193.5,4046.9
5657,0.2,2.1,0.44,800,2,1689.2942182827203,2341.6,4030.9
5658,0.2,2.1,0.44,800,1,1529.5016664189343,2480.7,4010.2
5659,0.2,2.1,0.44,800,0,1374.9842036096716,2609.3,3984.3
5660,0.2,2.1,0.44,800,-1,1228.7058385720934,2725.5,3954.2
5661,0.2,2.1,0.44,800,-2,1089.4064486344391,2825.2,3914.6
5662,0.2,2.1,0.44,800,-3,957.3374878146637,2905.6,3862.9
5663,0.2,2.1,0.44,1000,3,1846.1569705895736,2195.1,4041.2
5664,0.2,2.1,0.44,1000,2,1682.5095525975098,2343.1,4025.6
5665,0.2,2.1,0.44,1000,1,1522.9532387892857,2482.2,4005.1
5666,0.2,2.1,0.44,1000,0,1369.1886890198373,2610.8,3980.0
5667,0.2,2.1,0.44,1000,-1,1223.5116127217104,2727.0,3950.5
5668,0.2,2.1,0.44,1000,-2,1084.2366972517739,2826.7,3910.9
5669,0.2,2.1,0.44,1000,-3,952.1966094794878,2907.1,3859.3
5670,0.2,2.1,0.56,0,3,2790.280035258009,398.3,3188.6
5671,0.2,2.1,0.56,0,2,2596.9127729520715,498.6,3095.5
5672,0.2,2.1,0.56,0,1,2405.1331873720865,603.9,3009.0
5673,0.2,2.1,0.56,0,0,2216.1967098238306,714.4,2930.6
5674,0.2,2.1,0.56,0,-1,2031.6153085677404,829.7,2861.3
5675,0.2,2.1,0.56,0,-2,1850.1368746717148,941.1,2791.2
5676,0.2,2.1,0.56,0,-3,1672.4588782393905,1041.2,2713.6
5677,0.2,2.1,0.56,200,3,2420.9937308684734,910.1,3331.1
5678,0.2,2.1,0.56,200,2,2234.7395108980672,1053.9,3288.7
5679,0.2,2.1,0.56,200,1,2050.719887390941,1198.0,3248.7
5680,0.2,2.1,0.56,200,0,1869.7484957270858,1343.2,3212.9
5681,0.2,2.1,0.56,200,-1,1693.202938502624,1481.7,3174.9
5682,0.2,2.1,0.56,200,-2,1522.8273753269546,1604.7,3127.5
5683,0.2,2.1,0.56,200,-3,1360.076835339587,1706.4,3066.5
5684,0.2,2.1,0.56,400,3,2128.1246909126176,1622.4,3750.5
5685,0.2,2.1,0.56,400,2,1947.6144963074498,1780.2,3727.8
5686,0.2,2.1,0.56,400,1,1769.255143673414,1931.1,3700.4
5687,0.2,2.1,0.56,400,0,1598.0035447442403,2071.2,3669.2
5688,0.2,2.1,0.56,400,-1,1435.075282230886,2195.4,3630.4
5689,0.2,2.1,0.56,400,-2,1278.635273689014,2298.9,3577.5
5690,0.2,2.1,0.56,400,-3,1131.8625342375847,2381.9,3513.7
5691,0.2,2.1,0.56,600,3,1801.3454869235625,2451.7,4253.0
5692,0.2,2.1,0.56,600,2,1633.7933876041498,2602.5,4236.3
5693,0.2,2.1,0.56,600,1,1474.0889664221318,2742.9,4217.0
5694,0.2,2.1,0.56,600,0,1322.82697718591,2869.8,4192.6
5695,0.2,2.1,0.56,600,-1,1179.6338386881926,2982.1,4161.7
5696,0.2,2.1,0.56,600,-2,1041.8507761277674,3076.3,4118.2
5697,0.2,2.1,0.56,600,-3,910.5070826178076,3151.8,4062.3
5698,0.2,2.1,0.56,800,3,1609.5292025083354,2864.1,4473.6
5699,0.2,2.1,0.56,800,2,1456.4365004689566,3010.9,4467.3
5700,0.2,2.1,0.56,800,1,1309.650497837678,3147.3,4456.9
5701,0.2,2.1,0.56,800,0,1169.7225590583887,3271.5,4441.2
5702,0.2,2.1,0.56,800,-1,1036.150820087831,3381.1,4417.3
5703,0.2,2.1,0.56,800,-2,909.7305238255059,3472.6,4382.4
5704,0.2,2.1,0.56,800,-3,790.8164182173447,3546.0,4336.9
5705,0.2,2.1,0.56,1000,3,1602.3958762713903,2866.1,4468.5
5706,0.2,2.1,0.56,1000,2,1449.750943679666,3012.9,4462.6
5707,0.2,2.1,0.56,1000,1,1303.0795875809383,3149.3,4452.3
5708,0.2,2.1,0.56,1000,0,1163.0833700438893,3273.5,4436.5
5709,0.2,2.1,0.56,1000,-1,1029.5437029937646,3383.1,4412.6
5710,0.2,2.1,0.56,1000,-2,903.5867464793539,3474.6,4378.2
5711,0.2,2.1,0.56,1000,-3,784.8380412201195,3548.0,4332.8
5712,0.2,2.1,0.68,0,3,2761.584806303308,439.6,3201.2
5713,0.2,2.1,0.68,0,2,2568.612874513459,542.3,3110.9
5714,0.2,2.1,0.68,0,1,2377.3896986946015,650.4,3027.8
5715,0.2,2.1,0.68,0,0,2189.6485016055476,764.4,2954.0
5716,0.2,2.1,0.68,0,-1,2005.5846999519672,882.0,2887.5
5717,0.2,2.1,0.68,0,-2,1824.8591198589052,994.4,2819.3
5718,0.2,2.1,0.68,0,-3,1647.9051632134572,1094.9,2742.8
5719,0.2,2.1,0.68,200,3,2305.9852669087277,1117.6,3423.6
5720,0.2,2.1,0.68,200,2,2122.1534292328915,1269.5,3391.6
5721,0.2,2.1,0.68,200,1,1940.2110156860356,1423.5,3363.7
5722,0.2,2.1,0.68,200,0,1762.4271443716545,1572.2,3334.6
5723,0.2,2.1,0.68,200,-1,1590.6336223072105,1710.1,3300.8
5724,0.2,2.1,0.68,200,-2,1425.1020459933018,1830.1,3255.2
5725,0.2,2.1,0.68,200,-3,1268.2189950202176,1927.5,3195.7
5726,0.2,2.1,0.68,400,3,1961.428678339275,2019.4,3980.9
5727,0.2,2.1,0.68,400,2,1784.459371339163,2177.1,3961.6
5728,0.2,2.1,0.68,400,1,1614.439892011972,2324.4,3938.9
5729,0.2,2.1,0.68,400,0,1452.5613374827303,2458.9,3911.5
5730,0.2,2.1,0.68,400,-1,1296.6191356244583,2575.1,3871.7
5731,0.2,2.1,0.68,400,-2,1150.554991162683,2670.7,3821.3
5732,0.2,2.1,0.68,400,-3,1012.0535914037414,2747.2,3759.3
5733,0.2,2.1,0.68,600,3,1598.1380848222975,3023.2,4621.3
5734,0.2,2.1,0.68,600,2,1444.9307678592947,3169.6,4614.5
5735,0.2,2.1,0.68,600,1,1297.57723648042,3303.0,4600.6
5736,0.2,2.1,0.68,600,0,1157.9777308200805,3422.5,4580.5
5737,0.2,2.1,0.68,600,-1,1023.1174336471669,3526.3,4549.4
5738,0.2,2.1,0.68,600,-2,894.176761356342,3612.5,4506.7
5739,0.2,2.1,0.68,600,-3,777.4148654514316,3680.6,4458.0
5740,0.2,2.1,0.68,800,3,1403.975332892739,3516.4,4920.4
5741,0.2,2.1,0.68,800,2,1263.4893672054043,3658.5,4922.0
5742,0.2,2.1,0.68,800,1,1128.1213800668008,3788.3,4916.4
5743,0.2,2.1,0.68,800,0,999.80502433847,3904.4,4904.2
5744,0.2,2.1,0.68,800,-1,878.3552415457189,4005.5,4883.9
5745,0.2,2.1,0.68,800,-2,764.7196525684238,4089.0,4853.7
5746,0.2,2.1,0.68,800,-3,657.6662497129879,4155.1,4812.8
5747,0.2,2.1,0.68,1000,3,1395.9886698734733,3518.8,4914.8
5748,0.2,2.1,0.68,1000,2,1255.4945951855836,3660.9,4916.4
5749,0.2,2.1,0.68,1000,1,1120.5473714801549,3790.7,4911.2
5750,0.2,2.1,0.68,1000,0,992.7386863452114,3906.8,4899.6
5751,0.2,2.1,0.68,1000,-1,871.9721796810812,4007.9,4879.9
5752,0.2,2.1,0.68,1000,-2,758.9801611727945,4091.3,4850.3
5753,0.2,2.1,0.68,1000,-3,652.4394864793878,4157.5,4809.9
